,action_adventure_game,action_game,platform_game,puzzle_video_game,adventure_game,role-playing_video_game,indie_game,dates,lang
295,53005.0,48899.0,38031.0,10477.0,22704.0,17679.0,7637.0,2019-10-23,fr
296,52576.0,78699.0,47462.0,10142.0,21530.0,16805.0,6940.0,2019-10-24,fr
297,50628.0,48826.0,38351.0,10209.0,21175.0,17314.0,7061.0,2019-10-25,fr
298,53986.0,49558.0,37361.0,9538.0,22492.0,17918.0,6660.0,2019-10-26,fr
299,62966.0,57353.0,41213.0,11589.0,25440.0,19735.0,7494.0,2019-10-27,fr
300,58590.0,56892.0,45062.0,11100.0,28991.0,23038.0,8378.0,2019-10-28,fr
301,54465.0,59599.0,41558.0,10598.0,26177.0,20282.0,7804.0,2019-10-29,fr
302,54883.0,74148.0,36572.0,10728.0,24223.0,18574.0,7937.0,2019-10-30,fr
303,52585.0,140393.0,34560.0,10805.0,24086.0,17191.0,8319.0,2019-10-31,fr
304,64846.0,92557.0,40371.0,11227.0,27135.0,21066.0,8425.0,2019-11-01,fr
305,60923.0,63748.0,40581.0,11551.0,27782.0,23090.0,9021.0,2019-11-02,fr
306,69701.0,61815.0,42152.0,11544.0,29584.0,23170.0,8957.0,2019-11-03,fr
307,54319.0,46624.0,31175.0,11401.0,24493.0,21401.0,9096.0,2019-11-04,fr
308,48947.0,39276.0,29674.0,11073.0,31388.0,19745.0,8582.0,2019-11-05,fr
309,49675.0,39101.0,29151.0,10682.0,26809.0,18286.0,8427.0,2019-11-06,fr
310,49020.0,38759.0,28178.0,10183.0,23096.0,17584.0,7940.0,2019-11-07,fr
311,44932.0,47243.0,28628.0,9780.0,19894.0,16873.0,7307.0,2019-11-08,fr
312,51036.0,49402.0,30832.0,10458.0,21127.0,19178.0,7816.0,2019-11-09,fr
313,62677.0,54064.0,40178.0,10935.0,26372.0,21107.0,8004.0,2019-11-10,fr
314,65599.0,54691.0,38598.0,12397.0,44149.0,40727.0,9641.0,2019-11-11,fr
315,54440.0,43652.0,30777.0,10956.0,26613.0,23071.0,8342.0,2019-11-12,fr
316,52010.0,43506.0,31253.0,12407.0,27646.0,21002.0,8415.0,2019-11-13,fr
317,49056.0,43907.0,29192.0,11047.0,26142.0,20774.0,8223.0,2019-11-14,fr
318,50461.0,39412.0,31183.0,9987.0,23555.0,22381.0,7655.0,2019-11-15,fr
319,55457.0,42667.0,34522.0,10363.0,24123.0,23762.0,7854.0,2019-11-16,fr
320,68425.0,49135.0,38571.0,11284.0,30120.0,26338.0,8286.0,2019-11-17,fr
321,55667.0,41614.0,32287.0,11727.0,25860.0,23435.0,9157.0,2019-11-18,fr
322,50204.0,37543.0,30198.0,10571.0,23141.0,21462.0,7836.0,2019-11-19,fr
323,49862.0,38288.0,30563.0,11203.0,23066.0,20770.0,7916.0,2019-11-20,fr
324,47929.0,37879.0,28730.0,10029.0,20504.0,18975.0,7127.0,2019-11-21,fr
325,46210.0,35858.0,30924.0,10085.0,19937.0,18860.0,7219.0,2019-11-22,fr
326,54201.0,40418.0,34827.0,9689.0,21540.0,20377.0,7545.0,2019-11-23,fr
327,62134.0,46983.0,39904.0,11550.0,26782.0,23275.0,8857.0,2019-11-24,fr
328,54275.0,39130.0,32413.0,10769.0,23735.0,20139.0,7855.0,2019-11-25,fr
329,48168.0,35629.0,30255.0,10362.0,22990.0,19299.0,8029.0,2019-11-26,fr
330,49511.0,36177.0,32661.0,10847.0,22648.0,19495.0,8608.0,2019-11-27,fr
331,47905.0,33731.0,29978.0,10674.0,21434.0,18482.0,8321.0,2019-11-28,fr
332,48343.0,34018.0,31428.0,10535.0,19746.0,17682.0,8035.0,2019-11-29,fr
333,52817.0,39388.0,36118.0,16357.0,21795.0,21465.0,8490.0,2019-11-30,fr
334,69477.0,44386.0,41887.0,12581.0,25136.0,23700.0,9377.0,2019-12-01,fr
335,53661.0,45926.0,46304.0,12211.0,23408.0,20659.0,9448.0,2019-12-02,fr
336,53189.0,35961.0,39995.0,11197.0,24188.0,20246.0,9350.0,2019-12-03,fr
337,49487.0,34938.0,34683.0,11044.0,20961.0,18554.0,8270.0,2019-12-04,fr
338,58347.0,37776.0,32203.0,10233.0,21742.0,18325.0,8119.0,2019-12-05,fr
339,51062.0,36013.0,33850.0,11067.0,19870.0,18442.0,8263.0,2019-12-06,fr
340,53825.0,38334.0,37122.0,9807.0,20528.0,19570.0,7596.0,2019-12-07,fr
341,60360.0,43848.0,43976.0,12057.0,25612.0,21835.0,8617.0,2019-12-08,fr
342,55699.0,43080.0,45315.0,11574.0,24123.0,19190.0,8697.0,2019-12-09,fr
343,52683.0,37752.0,34487.0,10566.0,22527.0,19696.0,8651.0,2019-12-10,fr
344,49371.0,36780.0,37839.0,11021.0,22611.0,18222.0,8737.0,2019-12-11,fr
345,49098.0,34447.0,32283.0,10348.0,20421.0,17336.0,8348.0,2019-12-12,fr
346,51546.0,38268.0,36146.0,10280.0,19671.0,18707.0,9524.0,2019-12-13,fr
347,53207.0,45498.0,49295.0,11212.0,22337.0,20225.0,9317.0,2019-12-14,fr
348,60861.0,64653.0,81297.0,11260.0,27071.0,20887.0,8852.0,2019-12-15,fr
349,51182.0,52010.0,64910.0,12117.0,22191.0,20706.0,8877.0,2019-12-16,fr
350,50159.0,46045.0,52236.0,11361.0,21201.0,20251.0,8697.0,2019-12-17,fr
351,48634.0,54922.0,71561.0,10823.0,20872.0,17743.0,8610.0,2019-12-18,fr
352,55574.0,44741.0,53736.0,12382.0,19245.0,16115.0,7677.0,2019-12-19,fr
353,48812.0,43036.0,49727.0,13511.0,18082.0,16124.0,8535.0,2019-12-20,fr
354,50466.0,48762.0,60114.0,18643.0,19250.0,18999.0,9120.0,2019-12-21,fr
355,61873.0,60578.0,74842.0,18003.0,23381.0,21037.0,10779.0,2019-12-22,fr
356,52493.0,72085.0,98920.0,12308.0,20588.0,20137.0,10202.0,2019-12-23,fr
357,49178.0,50541.0,65340.0,16282.0,22546.0,17133.0,8031.0,2019-12-24,fr
358,58710.0,63797.0,58647.0,12072.0,23333.0,21433.0,8754.0,2019-12-25,fr
359,58200.0,61920.0,77486.0,11244.0,22823.0,22782.0,9373.0,2019-12-26,fr
360,64326.0,54840.0,60663.0,12611.0,25128.0,24186.0,9916.0,2019-12-27,fr
361,61521.0,50212.0,57479.0,11883.0,23394.0,24173.0,9920.0,2019-12-28,fr
362,65049.0,49990.0,58853.0,11352.0,71106.0,69655.0,9948.0,2019-12-29,fr
363,72955.0,46802.0,51072.0,10957.0,32903.0,31854.0,9819.0,2019-12-30,fr
364,50447.0,38879.0,46205.0,10260.0,20923.0,20552.0,8521.0,2019-12-31,fr
365,60091.0,45291.0,53556.0,11597.0,25496.0,23926.0,8754.0,2020-01-01,fr
366,65935.0,73124.0,68386.0,12038.0,27096.0,24772.0,9930.0,2020-01-02,fr
367,62229.0,49890.0,49214.0,11261.0,26264.0,23308.0,9836.0,2020-01-03,fr
368,62963.0,48760.0,47605.0,11459.0,43494.0,22867.0,9586.0,2020-01-04,fr
369,66010.0,46614.0,47179.0,11451.0,35680.0,23176.0,9722.0,2020-01-05,fr
370,56503.0,41003.0,38624.0,11786.0,29150.0,23692.0,9081.0,2020-01-06,fr
371,52819.0,37376.0,35377.0,11133.0,27783.0,19711.0,9987.0,2020-01-07,fr
372,53155.0,35736.0,33323.0,10482.0,25290.0,19187.0,9050.0,2020-01-08,fr
373,52461.0,36075.0,33839.0,19917.0,26849.0,20336.0,9879.0,2020-01-09,fr
374,66280.0,37789.0,35204.0,11412.0,25177.0,19335.0,9270.0,2020-01-10,fr
375,56399.0,39001.0,37640.0,10996.0,26444.0,19816.0,9125.0,2020-01-11,fr
376,64518.0,42293.0,43361.0,11327.0,30793.0,20834.0,9394.0,2020-01-12,fr
377,53970.0,36321.0,36464.0,11135.0,26391.0,18579.0,9132.0,2020-01-13,fr
378,52635.0,35195.0,34009.0,10717.0,26185.0,18087.0,9037.0,2020-01-14,fr
379,53207.0,36905.0,33134.0,11176.0,26206.0,18189.0,9073.0,2020-01-15,fr
380,50248.0,36556.0,31150.0,11481.0,25525.0,17486.0,8601.0,2020-01-16,fr
381,49308.0,34472.0,30893.0,11263.0,24545.0,17933.0,8577.0,2020-01-17,fr
382,52701.0,36306.0,33821.0,10170.0,23760.0,18604.0,8179.0,2020-01-18,fr
383,61544.0,41159.0,69104.0,11025.0,29580.0,20988.0,9336.0,2020-01-19,fr
384,54097.0,36094.0,38131.0,11479.0,25232.0,18547.0,9103.0,2020-01-20,fr
385,50182.0,35048.0,31741.0,11624.0,24296.0,17249.0,8839.0,2020-01-21,fr
386,50364.0,36129.0,30932.0,10538.0,24226.0,16514.0,8891.0,2020-01-22,fr
387,47264.0,33698.0,29148.0,10458.0,21839.0,15619.0,8799.0,2020-01-23,fr
388,47794.0,34093.0,31660.0,10201.0,21336.0,15973.0,9336.0,2020-01-24,fr
389,50777.0,37402.0,33480.0,10164.0,22251.0,17011.0,9068.0,2020-01-25,fr
390,55703.0,38692.0,35931.0,10874.0,24967.0,19090.0,9136.0,2020-01-26,fr
391,56744.0,36761.0,29976.0,11487.0,24721.0,17785.0,9857.0,2020-01-27,fr
392,53551.0,35771.0,29371.0,11107.0,26329.0,17014.0,9400.0,2020-01-28,fr
393,48691.0,34374.0,28945.0,11062.0,24285.0,16865.0,9701.0,2020-01-29,fr
394,46220.0,33297.0,32098.0,10320.0,22835.0,16060.0,9069.0,2020-01-30,fr
395,46802.0,32831.0,28611.0,10259.0,21382.0,17259.0,8659.0,2020-01-31,fr
396,48689.0,35146.0,29188.0,9783.0,23171.0,19178.0,8630.0,2020-02-01,fr
397,66070.0,47019.0,32757.0,10961.0,28867.0,21190.0,9184.0,2020-02-02,fr
398,49521.0,36515.0,30082.0,10912.0,26662.0,19344.0,9051.0,2020-02-03,fr
399,46766.0,34748.0,29495.0,10736.0,26495.0,17829.0,9285.0,2020-02-04,fr
400,47766.0,31920.0,27646.0,10530.0,25644.0,17761.0,8574.0,2020-02-05,fr
401,44460.0,30053.0,25533.0,10339.0,24932.0,15861.0,7803.0,2020-02-06,fr
402,44630.0,30560.0,25683.0,9719.0,23539.0,16463.0,7897.0,2020-02-07,fr
403,47237.0,33844.0,28399.0,9601.0,25108.0,18309.0,9115.0,2020-02-08,fr
404,54556.0,35831.0,31793.0,10104.0,28719.0,20544.0,8673.0,2020-02-09,fr
405,49100.0,32492.0,28278.0,9945.0,27290.0,18374.0,8725.0,2020-02-10,fr
406,45809.0,32045.0,26163.0,9916.0,26165.0,16769.0,8706.0,2020-02-11,fr
407,45880.0,31144.0,26278.0,9403.0,24531.0,16274.0,8917.0,2020-02-12,fr
408,44905.0,30428.0,25340.0,9735.0,26855.0,17043.0,8274.0,2020-02-13,fr
409,43315.0,30984.0,25270.0,9242.0,22887.0,17516.0,7789.0,2020-02-14,fr
410,47059.0,32810.0,27202.0,9443.0,23969.0,19287.0,8091.0,2020-02-15,fr
411,56346.0,37993.0,31215.0,10271.0,34992.0,29406.0,9233.0,2020-02-16,fr
412,58209.0,32813.0,31089.0,10811.0,27975.0,22396.0,9530.0,2020-02-17,fr
413,56727.0,32275.0,26378.0,9795.0,25292.0,19488.0,8530.0,2020-02-18,fr
414,48810.0,32312.0,26683.0,9562.0,26934.0,18838.0,8250.0,2020-02-19,fr
415,47104.0,30759.0,25884.0,9527.0,25286.0,17655.0,8563.0,2020-02-20,fr
416,44945.0,31331.0,25653.0,9014.0,22697.0,17100.0,7936.0,2020-02-21,fr
417,47788.0,31902.0,27718.0,9168.0,23516.0,18586.0,7668.0,2020-02-22,fr
418,57953.0,37105.0,31092.0,9997.0,39585.0,28966.0,8322.0,2020-02-23,fr
419,52884.0,35302.0,29072.0,15194.0,28610.0,21609.0,9192.0,2020-02-24,fr
420,54845.0,33488.0,28510.0,10524.0,25240.0,18662.0,8779.0,2020-02-25,fr
421,51456.0,34270.0,26925.0,9228.0,24102.0,17791.0,8822.0,2020-02-26,fr
422,46904.0,32687.0,26409.0,9182.0,25139.0,19549.0,8948.0,2020-02-27,fr
423,43386.0,33924.0,25895.0,9026.0,22611.0,19993.0,9157.0,2020-02-28,fr
424,49801.0,34782.0,27685.0,8416.0,24111.0,19913.0,8702.0,2020-02-29,fr
425,56682.0,37008.0,30277.0,9559.0,40157.0,31907.0,10164.0,2020-03-01,fr
426,47932.0,34988.0,29431.0,10905.0,28483.0,26038.0,9787.0,2020-03-02,fr
427,45686.0,35171.0,27993.0,10542.0,24279.0,22325.0,10056.0,2020-03-03,fr
428,45245.0,35264.0,26612.0,9210.0,23250.0,19816.0,9178.0,2020-03-04,fr
429,49117.0,34389.0,26295.0,9486.0,27516.0,20465.0,8557.0,2020-03-05,fr
430,46937.0,34117.0,26760.0,9182.0,22516.0,19151.0,8653.0,2020-03-06,fr
431,49803.0,36118.0,28486.0,9298.0,24946.0,20683.0,9038.0,2020-03-07,fr
432,56542.0,37678.0,30688.0,9661.0,43428.0,29740.0,9573.0,2020-03-08,fr
433,48857.0,39338.0,32389.0,9919.0,28706.0,22783.0,10486.0,2020-03-09,fr
434,47254.0,35920.0,29472.0,9321.0,23591.0,18353.0,10801.0,2020-03-10,fr
435,46669.0,34501.0,28308.0,9380.0,25035.0,17052.0,11066.0,2020-03-11,fr
436,42490.0,34808.0,25696.0,8645.0,20731.0,15223.0,10378.0,2020-03-12,fr
437,40291.0,34118.0,23177.0,7793.0,17663.0,14321.0,9181.0,2020-03-13,fr
438,46298.0,39495.0,38205.0,8067.0,20258.0,17678.0,10070.0,2020-03-14,fr
439,51767.0,44268.0,35580.0,8563.0,31775.0,29812.0,10822.0,2020-03-15,fr
440,48120.0,48565.0,31336.0,8869.0,23204.0,19475.0,10550.0,2020-03-16,fr
441,56778.0,45287.0,31345.0,11285.0,25660.0,21029.0,12477.0,2020-03-17,fr
442,60666.0,48542.0,37031.0,11212.0,26713.0,21871.0,12277.0,2020-03-18,fr
443,71289.0,52779.0,37080.0,10990.0,28955.0,23568.0,12418.0,2020-03-19,fr
444,67626.0,53341.0,40599.0,15789.0,29419.0,24467.0,12497.0,2020-03-20,fr
445,74355.0,57260.0,44109.0,14469.0,31631.0,27708.0,12723.0,2020-03-21,fr
446,82524.0,58172.0,43998.0,13124.0,35676.0,31764.0,13182.0,2020-03-22,fr
447,72836.0,65537.0,38513.0,12850.0,33325.0,26753.0,12408.0,2020-03-23,fr
448,69949.0,56684.0,116521.0,11970.0,34558.0,25544.0,12668.0,2020-03-24,fr
449,69366.0,55324.0,68650.0,11855.0,35506.0,26437.0,13508.0,2020-03-25,fr
450,73649.0,56853.0,49264.0,12411.0,42775.0,27633.0,12870.0,2020-03-26,fr
451,72006.0,54504.0,45903.0,12372.0,34568.0,27547.0,12322.0,2020-03-27,fr
452,74620.0,52501.0,47286.0,12657.0,32712.0,30277.0,12377.0,2020-03-28,fr
453,83587.0,63161.0,50872.0,13574.0,42973.0,32833.0,13539.0,2020-03-29,fr
454,77675.0,73204.0,47187.0,14014.0,36237.0,31695.0,14858.0,2020-03-30,fr
455,75419.0,56689.0,43819.0,13475.0,34152.0,31117.0,14514.0,2020-03-31,fr
456,73068.0,50860.0,46306.0,12746.0,31339.0,30767.0,13527.0,2020-04-01,fr
457,79391.0,54321.0,47402.0,13802.0,35444.0,33714.0,13081.0,2020-04-02,fr
458,75087.0,51831.0,44110.0,12256.0,33542.0,31905.0,12965.0,2020-04-03,fr
459,77028.0,50686.0,43164.0,12706.0,30539.0,32712.0,13671.0,2020-04-04,fr
460,78578.0,54205.0,47052.0,12981.0,32062.0,33504.0,12911.0,2020-04-05,fr
461,83001.0,52748.0,44547.0,12955.0,33503.0,35063.0,14040.0,2020-04-06,fr
462,77164.0,67568.0,58447.0,12393.0,34849.0,35639.0,13168.0,2020-04-07,fr
463,77610.0,58735.0,52117.0,12035.0,34329.0,35287.0,13200.0,2020-04-08,fr
464,75804.0,56600.0,48273.0,11954.0,36481.0,38635.0,12881.0,2020-04-09,fr
465,78082.0,55668.0,54671.0,11753.0,35640.0,43948.0,12296.0,2020-04-10,fr
466,81703.0,58387.0,54651.0,12467.0,36636.0,44384.0,12636.0,2020-04-11,fr
467,87967.0,61641.0,55674.0,12321.0,45154.0,47227.0,12816.0,2020-04-12,fr
468,92249.0,63738.0,56123.0,13678.0,45287.0,47656.0,13058.0,2020-04-13,fr
469,94240.0,53801.0,48461.0,12123.0,35576.0,41520.0,12459.0,2020-04-14,fr
470,79736.0,51676.0,45815.0,11854.0,32805.0,38502.0,12615.0,2020-04-15,fr
471,80358.0,52403.0,45423.0,11739.0,34933.0,38271.0,13040.0,2020-04-16,fr
472,81477.0,60143.0,47964.0,12796.0,36327.0,39033.0,13262.0,2020-04-17,fr
473,86366.0,60182.0,51530.0,13125.0,39296.0,40762.0,12493.0,2020-04-18,fr
474,92133.0,84945.0,54266.0,14430.0,41531.0,45956.0,13316.0,2020-04-19,fr
475,89898.0,60862.0,48901.0,14134.0,37890.0,40305.0,13233.0,2020-04-20,fr
476,95747.0,55327.0,45799.0,12467.0,34435.0,38882.0,13227.0,2020-04-21,fr
477,83814.0,51620.0,44991.0,12405.0,33321.0,38240.0,12334.0,2020-04-22,fr
478,75133.0,50839.0,43793.0,11862.0,31688.0,34463.0,11996.0,2020-04-23,fr
479,75300.0,49979.0,42535.0,11693.0,31208.0,34595.0,11653.0,2020-04-24,fr
480,81519.0,52490.0,47062.0,12242.0,34127.0,36492.0,11333.0,2020-04-25,fr
481,83380.0,59423.0,50822.0,12201.0,37458.0,37551.0,12521.0,2020-04-26,fr
482,82497.0,109859.0,52874.0,13074.0,37001.0,37466.0,12474.0,2020-04-27,fr
483,90478.0,58585.0,46916.0,13180.0,34516.0,33272.0,12526.0,2020-04-28,fr
484,91509.0,54102.0,43175.0,12159.0,37547.0,31626.0,11467.0,2020-04-29,fr
485,107588.0,65883.0,45012.0,11907.0,39697.0,32584.0,12186.0,2020-04-30,fr
486,103574.0,65739.0,60736.0,12068.0,40185.0,35554.0,12463.0,2020-05-01,fr
487,95449.0,57333.0,48680.0,12807.0,39625.0,34871.0,12936.0,2020-05-02,fr
488,95964.0,59110.0,50530.0,12699.0,40838.0,54651.0,30302.0,2020-05-03,fr
489,85344.0,57595.0,48174.0,14037.0,37211.0,36031.0,17612.0,2020-05-04,fr
490,98676.0,50442.0,44579.0,13318.0,36009.0,33855.0,16459.0,2020-05-05,fr
491,81879.0,46501.0,38979.0,12275.0,33558.0,29929.0,13545.0,2020-05-06,fr
492,77304.0,46199.0,37808.0,11742.0,32803.0,28101.0,12672.0,2020-05-07,fr
493,79601.0,47070.0,41881.0,11964.0,33419.0,33509.0,16996.0,2020-05-08,fr
494,83416.0,48416.0,43449.0,13024.0,35358.0,33910.0,13775.0,2020-05-09,fr
495,89994.0,54996.0,46143.0,13317.0,39280.0,34625.0,13269.0,2020-05-10,fr
496,75175.0,45388.0,39158.0,12140.0,32593.0,28615.0,12303.0,2020-05-11,fr
497,77767.0,43824.0,36241.0,11032.0,29650.0,25936.0,11154.0,2020-05-12,fr
498,73202.0,41343.0,36214.0,11536.0,29342.0,25169.0,10979.0,2020-05-13,fr
499,73467.0,41474.0,35981.0,10824.0,31359.0,26035.0,11398.0,2020-05-14,fr
500,72755.0,40814.0,35386.0,11538.0,27754.0,24870.0,10862.0,2020-05-15,fr
501,68767.0,41587.0,34041.0,9694.0,28425.0,24225.0,9799.0,2020-05-16,fr
502,71264.0,40540.0,36247.0,10094.0,27991.0,25355.0,10551.0,2020-05-17,fr
503,66784.0,42628.0,33063.0,10408.0,28314.0,24331.0,10949.0,2020-05-18,fr
504,80752.0,37105.0,31719.0,9814.0,29273.0,23253.0,10817.0,2020-05-19,fr
505,65275.0,35484.0,30041.0,9870.0,24994.0,21944.0,10070.0,2020-05-20,fr
506,62812.0,36424.0,33190.0,10052.0,23987.0,22147.0,9393.0,2020-05-21,fr
507,64200.0,38744.0,32432.0,10068.0,26864.0,24503.0,10362.0,2020-05-22,fr
508,70787.0,41603.0,38339.0,10588.0,30306.0,27125.0,10512.0,2020-05-23,fr
509,71392.0,44267.0,35881.0,10631.0,32157.0,29353.0,11086.0,2020-05-24,fr
510,70037.0,42787.0,37117.0,11893.0,34321.0,29559.0,12428.0,2020-05-25,fr
511,69920.0,38559.0,33129.0,11482.0,32591.0,27182.0,11800.0,2020-05-26,fr
512,61462.0,35696.0,30412.0,10258.0,28102.0,24483.0,12525.0,2020-05-27,fr
513,58837.0,35486.0,29170.0,9440.0,26267.0,22741.0,11171.0,2020-05-28,fr
514,59828.0,34343.0,30083.0,9940.0,25365.0,22758.0,16387.0,2020-05-29,fr
515,54443.0,37226.0,28280.0,8691.0,23445.0,21665.0,17175.0,2020-05-30,fr
516,59110.0,38923.0,33072.0,9687.0,26182.0,23650.0,17067.0,2020-05-31,fr
517,60345.0,37320.0,31653.0,10225.0,27248.0,24357.0,16853.0,2020-06-01,fr
518,57124.0,33711.0,27373.0,9246.0,25215.0,21424.0,15174.0,2020-06-02,fr
519,56752.0,32524.0,27198.0,8923.0,24649.0,20842.0,14191.0,2020-06-03,fr
520,58481.0,33819.0,29545.0,10343.0,24302.0,21338.0,14138.0,2020-06-04,fr
521,55588.0,33203.0,28808.0,9135.0,23522.0,20750.0,12236.0,2020-06-05,fr
522,55376.0,32999.0,29671.0,8192.0,22373.0,20577.0,12129.0,2020-06-06,fr
523,60216.0,36085.0,30870.0,9239.0,24099.0,22594.0,12810.0,2020-06-07,fr
524,59426.0,35887.0,31170.0,10979.0,24293.0,22192.0,12577.0,2020-06-08,fr
525,101566.0,34196.0,29380.0,9435.0,23309.0,21548.0,11416.0,2020-06-09,fr
526,64448.0,32217.0,28449.0,8954.0,22188.0,20985.0,10827.0,2020-06-10,fr
527,59931.0,31747.0,28579.0,9019.0,24044.0,20088.0,10703.0,2020-06-11,fr
528,65079.0,35337.0,31412.0,10073.0,23815.0,20170.0,10786.0,2020-06-12,fr
529,62092.0,35599.0,31342.0,11619.0,28845.0,21590.0,10736.0,2020-06-13,fr
530,63666.0,35068.0,31217.0,11250.0,25390.0,22130.0,20265.0,2020-06-14,fr
531,60856.0,34824.0,31113.0,12378.0,24184.0,20613.0,13233.0,2020-06-15,fr
532,71874.0,34244.0,31733.0,12566.0,24229.0,20821.0,11677.0,2020-06-16,fr
533,57251.0,34397.0,28613.0,11368.0,21686.0,19894.0,10018.0,2020-06-17,fr
534,59572.0,35293.0,26307.0,9880.0,20997.0,19214.0,9938.0,2020-06-18,fr
535,77285.0,52702.0,30917.0,11257.0,23719.0,18302.0,9109.0,2020-06-19,fr
536,73389.0,49062.0,31165.0,17335.0,27801.0,18313.0,9095.0,2020-06-20,fr
537,76213.0,45108.0,31734.0,15822.0,25706.0,19524.0,9613.0,2020-06-21,fr
538,71547.0,41464.0,31706.0,11689.0,23674.0,18510.0,9984.0,2020-06-22,fr
539,85188.0,37594.0,29153.0,9482.0,22524.0,17047.0,8793.0,2020-06-23,fr
540,63417.0,35823.0,27700.0,8873.0,21813.0,17501.0,8723.0,2020-06-24,fr
541,56047.0,33041.0,26516.0,8760.0,21785.0,16954.0,8953.0,2020-06-25,fr
542,57368.0,33503.0,26087.0,7960.0,21481.0,17314.0,9001.0,2020-06-26,fr
543,60249.0,34446.0,28185.0,8129.0,24040.0,17814.0,8635.0,2020-06-27,fr
544,64904.0,39133.0,32371.0,8106.0,25058.0,19328.0,9119.0,2020-06-28,fr
545,62149.0,34758.0,32663.0,8496.0,24222.0,18929.0,9617.0,2020-06-29,fr
546,184379.0,31610.0,72815.0,7775.0,107853.0,17935.0,9322.0,2020-06-30,fr
547,73008.0,29818.0,36358.0,7578.0,34770.0,16577.0,8317.0,2020-07-01,fr
548,54172.0,29061.0,30706.0,7358.0,24258.0,16908.0,8435.0,2020-07-02,fr
549,51283.0,29577.0,29025.0,7494.0,20983.0,16693.0,8111.0,2020-07-03,fr
550,50931.0,31661.0,27068.0,7186.0,21551.0,17427.0,7900.0,2020-07-04,fr
551,63510.0,34903.0,29509.0,7622.0,24174.0,19682.0,8669.0,2020-07-05,fr
552,54218.0,30803.0,31858.0,8448.0,22509.0,18625.0,9192.0,2020-07-06,fr
553,87925.0,29181.0,41246.0,7897.0,45587.0,17249.0,8221.0,2020-07-07,fr
554,53207.0,28338.0,30958.0,7734.0,23308.0,17015.0,8016.0,2020-07-08,fr
555,47437.0,28376.0,27468.0,7797.0,19422.0,16347.0,8427.0,2020-07-09,fr
556,50814.0,29808.0,28657.0,7947.0,19010.0,16809.0,8482.0,2020-07-10,fr
557,50762.0,31269.0,28580.0,8345.0,20081.0,17165.0,8249.0,2020-07-11,fr
558,55449.0,32939.0,28584.0,8278.0,21114.0,17323.0,8498.0,2020-07-12,fr
559,57453.0,32415.0,34652.0,9233.0,22200.0,17974.0,9208.0,2020-07-13,fr
560,84520.0,34907.0,41099.0,8537.0,42436.0,18533.0,8813.0,2020-07-14,fr
561,58501.0,33286.0,31655.0,8867.0,24696.0,18425.0,8655.0,2020-07-15,fr
562,56493.0,37323.0,28734.0,8511.0,25914.0,17723.0,9002.0,2020-07-16,fr
563,59203.0,33876.0,29409.0,8596.0,22848.0,17247.0,8350.0,2020-07-17,fr
564,53393.0,31264.0,27169.0,6842.0,19844.0,16893.0,7930.0,2020-07-18,fr
565,57734.0,32096.0,28886.0,8070.0,22217.0,17953.0,8409.0,2020-07-19,fr
566,55556.0,31306.0,32722.0,8012.0,21166.0,21274.0,8917.0,2020-07-20,fr
567,51849.0,29828.0,31592.0,8089.0,20111.0,18895.0,8636.0,2020-07-21,fr
568,50893.0,29655.0,29662.0,7211.0,18595.0,17460.0,8467.0,2020-07-22,fr
569,52186.0,29563.0,29706.0,8294.0,20255.0,17756.0,8894.0,2020-07-23,fr
570,51033.0,30321.0,31031.0,7932.0,20286.0,17435.0,8806.0,2020-07-24,fr
571,51566.0,30661.0,29403.0,8290.0,20456.0,18238.0,8334.0,2020-07-25,fr
572,55019.0,35050.0,31635.0,8323.0,22046.0,19042.0,8690.0,2020-07-26,fr
573,52559.0,31214.0,33371.0,8637.0,20373.0,20167.0,9772.0,2020-07-27,fr
574,50426.0,30433.0,31445.0,8116.0,20005.0,18910.0,9252.0,2020-07-28,fr
575,47241.0,28566.0,31585.0,7840.0,18292.0,17671.0,8180.0,2020-07-29,fr
576,44707.0,35585.0,28871.0,7900.0,26100.0,17815.0,8188.0,2020-07-30,fr
577,44949.0,31636.0,27284.0,7282.0,20724.0,16215.0,7964.0,2020-07-31,fr
578,45963.0,30235.0,27044.0,7342.0,19092.0,17338.0,8761.0,2020-08-01,fr
579,54869.0,34424.0,30344.0,8016.0,22889.0,18871.0,8845.0,2020-08-02,fr
580,50430.0,31643.0,32338.0,8448.0,21128.0,18476.0,8804.0,2020-08-03,fr
581,47933.0,30041.0,29731.0,7466.0,28691.0,17479.0,8201.0,2020-08-04,fr
582,43724.0,27572.0,26707.0,7430.0,20560.0,16348.0,8012.0,2020-08-05,fr
583,42977.0,29022.0,27762.0,7062.0,19109.0,16655.0,8653.0,2020-08-06,fr
584,45489.0,28766.0,27702.0,7018.0,19315.0,16219.0,7571.0,2020-08-07,fr
585,42741.0,27940.0,25710.0,7346.0,18730.0,15593.0,7368.0,2020-08-08,fr
586,51811.0,30827.0,28161.0,7452.0,23188.0,17500.0,8063.0,2020-08-09,fr
587,48122.0,29873.0,31671.0,7907.0,20912.0,18117.0,8878.0,2020-08-10,fr
588,45842.0,31553.0,29770.0,7923.0,20456.0,20299.0,8205.0,2020-08-11,fr
589,45775.0,28754.0,27949.0,7559.0,19599.0,16286.0,8102.0,2020-08-12,fr
590,46580.0,29071.0,29890.0,7285.0,19123.0,16820.0,8583.0,2020-08-13,fr
