,adventure_game,platform_game,shooting_game,action_game,puzzle_video_game,role-playing_video_game,visual_novel,dates,lang
293,53974.0,30065.0,18570.0,43156.0,14639.0,79097.0,45232.0,2019-10-21,ja
294,65691.0,34879.0,19942.0,50771.0,15773.0,86734.0,76011.0,2019-10-22,ja
295,51652.0,26694.0,17451.0,38235.0,15314.0,75533.0,52346.0,2019-10-23,ja
296,49869.0,24645.0,17918.0,35698.0,13782.0,71556.0,42563.0,2019-10-24,ja
297,50804.0,25342.0,17720.0,36778.0,13696.0,69924.0,40517.0,2019-10-25,ja
298,57442.0,28861.0,17852.0,40902.0,13738.0,76253.0,45257.0,2019-10-26,ja
299,62264.0,34885.0,17528.0,40892.0,14530.0,81370.0,46535.0,2019-10-27,ja
300,53093.0,30274.0,16968.0,35822.0,13860.0,72501.0,42698.0,2019-10-28,ja
301,51270.0,26512.0,16038.0,36713.0,13870.0,72488.0,42859.0,2019-10-29,ja
302,49041.0,24984.0,15357.0,33588.0,13567.0,70249.0,39887.0,2019-10-30,ja
303,50829.0,23841.0,16075.0,31307.0,13769.0,72796.0,35855.0,2019-10-31,ja
304,50621.0,24199.0,16074.0,33457.0,14049.0,74774.0,37119.0,2019-11-01,ja
305,62831.0,33191.0,17454.0,37345.0,14598.0,89195.0,41938.0,2019-11-02,ja
306,65495.0,31292.0,17531.0,38802.0,14850.0,91485.0,46236.0,2019-11-03,ja
307,63444.0,30660.0,18031.0,45115.0,15082.0,89982.0,47497.0,2019-11-04,ja
308,49614.0,23996.0,14867.0,36237.0,14911.0,75656.0,39227.0,2019-11-05,ja
309,49569.0,23863.0,15438.0,33921.0,14276.0,71121.0,38852.0,2019-11-06,ja
310,48227.0,23076.0,16519.0,31233.0,12754.0,69749.0,38481.0,2019-11-07,ja
311,52123.0,23671.0,18946.0,33689.0,13034.0,69814.0,38745.0,2019-11-08,ja
312,57039.0,28575.0,19831.0,40548.0,15564.0,81028.0,45544.0,2019-11-09,ja
313,56724.0,28109.0,18338.0,41558.0,14540.0,83857.0,45324.0,2019-11-10,ja
314,51168.0,22859.0,16653.0,32594.0,13271.0,82955.0,39592.0,2019-11-11,ja
315,49008.0,23344.0,15831.0,30884.0,15540.0,79077.0,39571.0,2019-11-12,ja
316,49480.0,25134.0,15691.0,32065.0,14291.0,78806.0,39544.0,2019-11-13,ja
317,47423.0,23393.0,16060.0,29344.0,13073.0,80853.0,39078.0,2019-11-14,ja
318,48708.0,22850.0,18483.0,32985.0,12516.0,88435.0,35802.0,2019-11-15,ja
319,53871.0,24939.0,18738.0,35193.0,13297.0,89058.0,40889.0,2019-11-16,ja
320,52472.0,23562.0,16630.0,33268.0,13506.0,90289.0,40682.0,2019-11-17,ja
321,52361.0,22695.0,15332.0,31087.0,14480.0,84178.0,38755.0,2019-11-18,ja
322,51821.0,22730.0,16171.0,30146.0,17108.0,82315.0,38191.0,2019-11-19,ja
323,47954.0,21481.0,14577.0,28491.0,13751.0,78785.0,36216.0,2019-11-20,ja
324,46554.0,22087.0,16170.0,27602.0,13727.0,82304.0,38287.0,2019-11-21,ja
325,47365.0,20974.0,16743.0,31132.0,12963.0,77536.0,38871.0,2019-11-22,ja
326,56135.0,26942.0,18477.0,36234.0,17758.0,86042.0,42872.0,2019-11-23,ja
327,56657.0,24955.0,17996.0,35284.0,15090.0,88227.0,44038.0,2019-11-24,ja
328,47652.0,22050.0,15967.0,30392.0,13750.0,77893.0,40945.0,2019-11-25,ja
329,48112.0,22144.0,17913.0,31238.0,13545.0,74758.0,42311.0,2019-11-26,ja
330,46176.0,22522.0,16865.0,29159.0,13966.0,76997.0,44696.0,2019-11-27,ja
331,45198.0,20714.0,17087.0,29222.0,13413.0,76346.0,41904.0,2019-11-28,ja
332,49833.0,20044.0,17329.0,31473.0,12924.0,71008.0,38500.0,2019-11-29,ja
333,51048.0,22887.0,17087.0,33646.0,13239.0,75194.0,41342.0,2019-11-30,ja
334,54819.0,24029.0,17075.0,33883.0,13915.0,79340.0,45533.0,2019-12-01,ja
335,48498.0,21013.0,16542.0,33668.0,13582.0,72950.0,43019.0,2019-12-02,ja
336,47017.0,21453.0,16294.0,31136.0,14294.0,73242.0,42922.0,2019-12-03,ja
337,46725.0,21077.0,15571.0,28165.0,13112.0,68139.0,41734.0,2019-12-04,ja
338,43551.0,21438.0,17101.0,36143.0,12467.0,66822.0,37200.0,2019-12-05,ja
339,49144.0,21118.0,15947.0,30265.0,12651.0,66674.0,36878.0,2019-12-06,ja
340,53296.0,26026.0,17506.0,33526.0,13435.0,78834.0,43180.0,2019-12-07,ja
341,54925.0,25147.0,15508.0,33680.0,13864.0,77069.0,43001.0,2019-12-08,ja
342,46394.0,21900.0,15889.0,30190.0,15457.0,71554.0,37513.0,2019-12-09,ja
343,46268.0,22482.0,15060.0,30700.0,13011.0,69810.0,37414.0,2019-12-10,ja
344,45266.0,22716.0,15649.0,31164.0,13577.0,67954.0,39343.0,2019-12-11,ja
345,44607.0,21385.0,17854.0,29435.0,13545.0,67633.0,37560.0,2019-12-12,ja
346,44843.0,23862.0,16575.0,30240.0,13262.0,80801.0,38082.0,2019-12-13,ja
347,51106.0,25206.0,17736.0,33093.0,13728.0,77337.0,42141.0,2019-12-14,ja
348,49603.0,23654.0,17069.0,35021.0,15319.0,78703.0,45454.0,2019-12-15,ja
349,45554.0,22692.0,15315.0,31132.0,14572.0,71459.0,38315.0,2019-12-16,ja
350,46001.0,24351.0,17224.0,30556.0,14867.0,78125.0,40996.0,2019-12-17,ja
351,44116.0,22189.0,16128.0,27945.0,13789.0,70582.0,39976.0,2019-12-18,ja
352,42736.0,22389.0,15921.0,28509.0,13455.0,67738.0,37328.0,2019-12-19,ja
353,46915.0,23320.0,17411.0,29899.0,13676.0,71092.0,37775.0,2019-12-20,ja
354,49877.0,25577.0,17650.0,31824.0,14059.0,79745.0,43248.0,2019-12-21,ja
355,51245.0,25399.0,17253.0,33066.0,14159.0,78495.0,44282.0,2019-12-22,ja
356,45584.0,21535.0,15494.0,29714.0,13052.0,68469.0,38448.0,2019-12-23,ja
357,42510.0,20843.0,14444.0,29969.0,12437.0,66723.0,54430.0,2019-12-24,ja
358,43758.0,21054.0,14380.0,29847.0,11606.0,67378.0,44870.0,2019-12-25,ja
359,45152.0,21503.0,15916.0,27840.0,13362.0,67655.0,44127.0,2019-12-26,ja
360,44824.0,25104.0,16279.0,34134.0,13147.0,67837.0,42153.0,2019-12-27,ja
361,56474.0,24899.0,20666.0,37019.0,13277.0,71258.0,43919.0,2019-12-28,ja
362,53566.0,25987.0,17587.0,34489.0,14507.0,81223.0,44006.0,2019-12-29,ja
363,52886.0,25809.0,17754.0,37153.0,15794.0,78111.0,45024.0,2019-12-30,ja
364,48710.0,26867.0,16337.0,31693.0,13773.0,67639.0,39444.0,2019-12-31,ja
365,49759.0,27266.0,17500.0,33854.0,14405.0,72175.0,41361.0,2020-01-01,ja
366,57352.0,28455.0,18373.0,34178.0,15259.0,76577.0,44683.0,2020-01-02,ja
367,56111.0,30611.0,19454.0,36229.0,15931.0,81145.0,48113.0,2020-01-03,ja
368,61129.0,30276.0,20052.0,52736.0,16257.0,98010.0,53963.0,2020-01-04,ja
369,58363.0,28978.0,18006.0,40563.0,16162.0,101401.0,52156.0,2020-01-05,ja
370,49382.0,24756.0,16365.0,34459.0,15956.0,79752.0,44718.0,2020-01-06,ja
371,49007.0,24657.0,16843.0,33342.0,15393.0,78919.0,46586.0,2020-01-07,ja
372,51048.0,25037.0,16806.0,31067.0,14035.0,76495.0,41695.0,2020-01-08,ja
373,51180.0,23613.0,17571.0,32055.0,14238.0,78109.0,41577.0,2020-01-09,ja
374,50853.0,24745.0,17848.0,33151.0,14802.0,76797.0,41346.0,2020-01-10,ja
375,63028.0,28941.0,18877.0,36991.0,16156.0,93093.0,47396.0,2020-01-11,ja
376,62085.0,29483.0,23891.0,38926.0,15838.0,96596.0,48844.0,2020-01-12,ja
377,63347.0,28978.0,22035.0,38160.0,15861.0,92334.0,49385.0,2020-01-13,ja
378,53443.0,24993.0,17093.0,33229.0,14842.0,81262.0,41063.0,2020-01-14,ja
379,51308.0,23918.0,16440.0,32085.0,14846.0,88179.0,39281.0,2020-01-15,ja
380,51625.0,25130.0,16748.0,32427.0,14899.0,87204.0,38030.0,2020-01-16,ja
381,50881.0,23831.0,17130.0,33046.0,14348.0,87219.0,37902.0,2020-01-17,ja
382,61206.0,28989.0,19440.0,38326.0,15501.0,105417.0,43533.0,2020-01-18,ja
383,63307.0,27823.0,18591.0,37988.0,18731.0,112855.0,48013.0,2020-01-19,ja
384,53667.0,23002.0,16520.0,35017.0,15825.0,94407.0,41555.0,2020-01-20,ja
385,55029.0,24208.0,16759.0,34262.0,14825.0,90935.0,40531.0,2020-01-21,ja
386,55347.0,25511.0,16270.0,33018.0,13946.0,87843.0,42263.0,2020-01-22,ja
387,53083.0,23328.0,15835.0,31624.0,14446.0,85021.0,38829.0,2020-01-23,ja
388,53072.0,22643.0,16585.0,32802.0,14805.0,81527.0,38760.0,2020-01-24,ja
389,61201.0,26991.0,19210.0,37323.0,15464.0,94696.0,44203.0,2020-01-25,ja
390,64618.0,27446.0,18105.0,36793.0,15434.0,106609.0,49759.0,2020-01-26,ja
391,57843.0,22263.0,18423.0,32288.0,14621.0,91034.0,44727.0,2020-01-27,ja
392,55856.0,24126.0,17103.0,34693.0,15432.0,87459.0,41475.0,2020-01-28,ja
393,51904.0,23950.0,15640.0,32912.0,15790.0,78736.0,47417.0,2020-01-29,ja
394,50688.0,22992.0,15865.0,32263.0,14313.0,77157.0,42802.0,2020-01-30,ja
395,51535.0,22626.0,17917.0,32397.0,14715.0,84199.0,41541.0,2020-01-31,ja
396,58285.0,29880.0,18580.0,37361.0,14960.0,96089.0,45334.0,2020-02-01,ja
397,60993.0,28805.0,17419.0,37589.0,15534.0,94411.0,47266.0,2020-02-02,ja
398,51784.0,22175.0,15615.0,31511.0,14347.0,79910.0,40805.0,2020-02-03,ja
399,50866.0,22640.0,16171.0,31522.0,14648.0,74040.0,40341.0,2020-02-04,ja
400,50050.0,22226.0,16160.0,32269.0,13686.0,77262.0,40368.0,2020-02-05,ja
401,48639.0,21549.0,15305.0,30947.0,13626.0,76072.0,38034.0,2020-02-06,ja
402,50059.0,22119.0,16061.0,32732.0,13420.0,78386.0,48339.0,2020-02-07,ja
403,57230.0,26176.0,17633.0,36007.0,14668.0,89179.0,45123.0,2020-02-08,ja
404,60764.0,26148.0,17746.0,40247.0,14732.0,92956.0,47138.0,2020-02-09,ja
405,54700.0,24067.0,16560.0,37591.0,13655.0,85144.0,43148.0,2020-02-10,ja
406,58907.0,26701.0,16632.0,37132.0,14354.0,97612.0,50899.0,2020-02-11,ja
407,50752.0,22861.0,16600.0,31865.0,14436.0,77226.0,42148.0,2020-02-12,ja
408,47888.0,22534.0,15790.0,31360.0,14005.0,73843.0,43692.0,2020-02-13,ja
409,47262.0,24409.0,16374.0,32459.0,14665.0,76511.0,43096.0,2020-02-14,ja
410,54987.0,27535.0,18177.0,37794.0,14456.0,90515.0,44714.0,2020-02-15,ja
411,86439.0,28883.0,28483.0,41845.0,15261.0,96001.0,48184.0,2020-02-16,ja
412,52091.0,23958.0,17119.0,33175.0,15235.0,75293.0,39871.0,2020-02-17,ja
413,48581.0,21843.0,16976.0,30973.0,13894.0,72769.0,38461.0,2020-02-18,ja
414,47387.0,21570.0,16959.0,31534.0,13147.0,74765.0,39456.0,2020-02-19,ja
415,49717.0,28528.0,16664.0,35577.0,13424.0,74823.0,38776.0,2020-02-20,ja
416,48961.0,26245.0,16479.0,33860.0,13877.0,71464.0,37526.0,2020-02-21,ja
417,55401.0,28579.0,19016.0,39905.0,14480.0,84114.0,42786.0,2020-02-22,ja
418,69699.0,28922.0,22818.0,41908.0,14354.0,89581.0,44672.0,2020-02-23,ja
419,63507.0,27458.0,19319.0,40249.0,14130.0,90674.0,47385.0,2020-02-24,ja
420,50725.0,22647.0,15935.0,33443.0,13768.0,76639.0,41251.0,2020-02-25,ja
421,49525.0,22466.0,16154.0,33371.0,13040.0,77482.0,37641.0,2020-02-26,ja
422,48853.0,22021.0,16398.0,31567.0,12904.0,71507.0,35509.0,2020-02-27,ja
423,46061.0,77357.0,15815.0,32027.0,12260.0,71227.0,36268.0,2020-02-28,ja
424,59967.0,40076.0,21421.0,46575.0,13414.0,144636.0,43515.0,2020-02-29,ja
425,74582.0,31669.0,23189.0,41167.0,14015.0,126187.0,45215.0,2020-03-01,ja
426,53230.0,25218.0,17751.0,35007.0,12821.0,103275.0,40874.0,2020-03-02,ja
427,53149.0,25626.0,16470.0,40953.0,14470.0,102150.0,39846.0,2020-03-03,ja
428,56217.0,28192.0,17565.0,37111.0,15267.0,98932.0,42977.0,2020-03-04,ja
429,54959.0,26219.0,19754.0,35581.0,13824.0,93817.0,45058.0,2020-03-05,ja
430,56363.0,27557.0,19722.0,36942.0,15166.0,90942.0,45672.0,2020-03-06,ja
431,70576.0,36042.0,21288.0,43006.0,16420.0,108152.0,52848.0,2020-03-07,ja
432,69396.0,36070.0,20438.0,44619.0,16432.0,113571.0,50067.0,2020-03-08,ja
433,56341.0,27597.0,17379.0,37296.0,14446.0,89821.0,43498.0,2020-03-09,ja
434,56710.0,28792.0,17276.0,36964.0,15495.0,89387.0,44235.0,2020-03-10,ja
435,56957.0,27117.0,20862.0,36740.0,15319.0,88735.0,43738.0,2020-03-11,ja
436,52605.0,28055.0,18223.0,34045.0,14715.0,89783.0,41078.0,2020-03-12,ja
437,54575.0,52909.0,18881.0,33939.0,14933.0,87301.0,42380.0,2020-03-13,ja
438,62861.0,40175.0,21732.0,41092.0,17186.0,105981.0,54978.0,2020-03-14,ja
439,61385.0,34067.0,19018.0,41130.0,21494.0,109681.0,55135.0,2020-03-15,ja
440,51439.0,27355.0,17056.0,34389.0,15201.0,94745.0,45496.0,2020-03-16,ja
441,51902.0,25926.0,16729.0,33319.0,16932.0,93592.0,47419.0,2020-03-17,ja
442,51545.0,25676.0,16607.0,36208.0,14100.0,92852.0,43011.0,2020-03-18,ja
443,56235.0,30080.0,19665.0,39039.0,15871.0,96697.0,50555.0,2020-03-19,ja
444,64047.0,31330.0,21557.0,42657.0,15169.0,100909.0,49010.0,2020-03-20,ja
445,70132.0,31757.0,23140.0,44101.0,14532.0,105753.0,50010.0,2020-03-21,ja
446,67179.0,33964.0,20610.0,43806.0,14920.0,103301.0,49551.0,2020-03-22,ja
447,53486.0,25184.0,17423.0,35553.0,12931.0,85832.0,45510.0,2020-03-23,ja
448,58025.0,24738.0,16630.0,34111.0,13026.0,80130.0,45832.0,2020-03-24,ja
449,51677.0,23266.0,15912.0,33699.0,12460.0,80323.0,41613.0,2020-03-25,ja
450,49081.0,22726.0,16536.0,32380.0,13619.0,80668.0,41694.0,2020-03-26,ja
451,52403.0,26011.0,17680.0,42632.0,14398.0,89719.0,42189.0,2020-03-27,ja
452,67131.0,30690.0,20474.0,44539.0,15528.0,110262.0,47399.0,2020-03-28,ja
453,68475.0,32198.0,21560.0,45396.0,18019.0,171026.0,50876.0,2020-03-29,ja
454,50121.0,29727.0,15069.0,32852.0,12045.0,88675.0,42442.0,2020-03-30,ja
455,48851.0,27177.0,15458.0,32241.0,12364.0,82738.0,40305.0,2020-03-31,ja
456,51595.0,25759.0,15413.0,39744.0,12565.0,86409.0,39603.0,2020-04-01,ja
457,52792.0,25338.0,15208.0,31483.0,14318.0,83113.0,41465.0,2020-04-02,ja
458,55248.0,26599.0,17433.0,33489.0,13825.0,84254.0,42737.0,2020-04-03,ja
459,69188.0,31190.0,19623.0,43124.0,15222.0,105056.0,50934.0,2020-04-04,ja
460,74992.0,38068.0,20062.0,42985.0,16211.0,113998.0,51233.0,2020-04-05,ja
461,54435.0,24125.0,15918.0,35624.0,13181.0,98493.0,41139.0,2020-04-06,ja
462,57932.0,24747.0,16059.0,32283.0,12975.0,98811.0,39856.0,2020-04-07,ja
463,58253.0,25908.0,18438.0,34797.0,14619.0,104292.0,41542.0,2020-04-08,ja
464,61430.0,26606.0,17966.0,33734.0,15146.0,116494.0,41352.0,2020-04-09,ja
465,61773.0,28271.0,22291.0,36592.0,16881.0,176302.0,42845.0,2020-04-10,ja
466,80571.0,35059.0,27223.0,44795.0,18353.0,191441.0,49420.0,2020-04-11,ja
467,96917.0,34909.0,26498.0,46680.0,18651.0,201484.0,50938.0,2020-04-12,ja
468,70803.0,28541.0,21051.0,37146.0,19453.0,168107.0,45267.0,2020-04-13,ja
469,64259.0,27766.0,19758.0,40218.0,15760.0,154460.0,44738.0,2020-04-14,ja
470,75026.0,29010.0,19669.0,42436.0,16240.0,138495.0,44395.0,2020-04-15,ja
471,81308.0,33821.0,21017.0,43079.0,15821.0,150521.0,56475.0,2020-04-16,ja
472,82405.0,34381.0,21950.0,49297.0,17063.0,144049.0,53205.0,2020-04-17,ja
473,102344.0,42598.0,25892.0,55035.0,19101.0,166680.0,61952.0,2020-04-18,ja
474,94065.0,41002.0,23954.0,50613.0,18170.0,163367.0,57361.0,2020-04-19,ja
475,75269.0,33856.0,20906.0,50116.0,18231.0,143481.0,51887.0,2020-04-20,ja
476,72825.0,34048.0,20452.0,66313.0,19786.0,140936.0,52208.0,2020-04-21,ja
477,72215.0,33344.0,20960.0,62803.0,18049.0,141641.0,53424.0,2020-04-22,ja
478,66964.0,30747.0,23962.0,54950.0,17669.0,127497.0,50824.0,2020-04-23,ja
479,72159.0,35461.0,24730.0,58090.0,17689.0,145366.0,54220.0,2020-04-24,ja
480,88097.0,38512.0,28590.0,84217.0,20698.0,169923.0,64114.0,2020-04-25,ja
481,91213.0,42265.0,30099.0,73950.0,20651.0,164170.0,60621.0,2020-04-26,ja
482,75093.0,33908.0,25303.0,61193.0,20601.0,139303.0,60892.0,2020-04-27,ja
483,82507.0,34572.0,27759.0,59772.0,19120.0,138399.0,57753.0,2020-04-28,ja
484,97783.0,38849.0,28637.0,62372.0,21062.0,143470.0,58919.0,2020-04-29,ja
485,77841.0,31263.0,25357.0,49868.0,18012.0,127958.0,52984.0,2020-04-30,ja
486,80777.0,36238.0,24976.0,52577.0,20977.0,134973.0,57778.0,2020-05-01,ja
487,93067.0,44380.0,27329.0,67470.0,20129.0,139977.0,61721.0,2020-05-02,ja
488,104212.0,41280.0,28683.0,77379.0,24519.0,153055.0,66304.0,2020-05-03,ja
489,115744.0,41853.0,46049.0,66163.0,23609.0,159786.0,69671.0,2020-05-04,ja
490,104476.0,43497.0,31993.0,64598.0,24805.0,174797.0,72431.0,2020-05-05,ja
491,116510.0,46041.0,32266.0,67916.0,23930.0,170560.0,76067.0,2020-05-06,ja
492,85513.0,36057.0,24782.0,51866.0,19950.0,145054.0,59414.0,2020-05-07,ja
493,83672.0,70366.0,25005.0,50908.0,20421.0,133175.0,58841.0,2020-05-08,ja
494,100608.0,51668.0,39929.0,68687.0,22493.0,146402.0,64605.0,2020-05-09,ja
495,98796.0,46469.0,30069.0,64181.0,22800.0,149078.0,66716.0,2020-05-10,ja
496,75258.0,34284.0,24244.0,48661.0,19427.0,124944.0,56758.0,2020-05-11,ja
497,75495.0,33833.0,23400.0,47319.0,19520.0,123467.0,57957.0,2020-05-12,ja
498,76044.0,32840.0,21918.0,44330.0,19247.0,114012.0,54327.0,2020-05-13,ja
499,79913.0,40280.0,23813.0,44284.0,19749.0,128492.0,53524.0,2020-05-14,ja
500,93957.0,39514.0,23167.0,50100.0,22000.0,124397.0,54716.0,2020-05-15,ja
501,103563.0,45087.0,29624.0,79053.0,25464.0,141112.0,63067.0,2020-05-16,ja
502,94251.0,41148.0,26171.0,64509.0,22541.0,134451.0,61445.0,2020-05-17,ja
503,81934.0,35571.0,23077.0,48709.0,20451.0,118586.0,59076.0,2020-05-18,ja
504,78633.0,32899.0,22306.0,44810.0,19322.0,116923.0,56177.0,2020-05-19,ja
505,76290.0,31756.0,21390.0,42303.0,22521.0,111960.0,51348.0,2020-05-20,ja
506,75789.0,32537.0,22155.0,44492.0,22044.0,107721.0,51354.0,2020-05-21,ja
507,77591.0,32946.0,24051.0,44426.0,21263.0,114951.0,53693.0,2020-05-22,ja
508,93325.0,37536.0,28742.0,73990.0,23086.0,125942.0,60527.0,2020-05-23,ja
509,86399.0,36467.0,25746.0,57254.0,23644.0,129414.0,59679.0,2020-05-24,ja
510,71644.0,30450.0,22047.0,43622.0,20481.0,107906.0,50466.0,2020-05-25,ja
511,71447.0,32090.0,21357.0,42995.0,21019.0,106925.0,51345.0,2020-05-26,ja
512,73610.0,30079.0,21424.0,39817.0,20602.0,116027.0,54867.0,2020-05-27,ja
513,73433.0,31650.0,20806.0,40922.0,22215.0,113017.0,53587.0,2020-05-28,ja
514,66932.0,29254.0,20858.0,40397.0,22391.0,104618.0,51446.0,2020-05-29,ja
515,78430.0,34908.0,23042.0,58449.0,23176.0,112148.0,60695.0,2020-05-30,ja
516,80093.0,36555.0,23497.0,54696.0,22752.0,118519.0,57984.0,2020-05-31,ja
517,65728.0,28215.0,19736.0,41848.0,18428.0,92974.0,48132.0,2020-06-01,ja
518,63563.0,28667.0,18929.0,38336.0,17930.0,92306.0,49478.0,2020-06-02,ja
519,64185.0,28974.0,19586.0,37631.0,18758.0,95099.0,50395.0,2020-06-03,ja
520,62047.0,27531.0,19493.0,37347.0,19234.0,89199.0,50510.0,2020-06-04,ja
521,65052.0,29298.0,19960.0,41646.0,21254.0,91088.0,55305.0,2020-06-05,ja
522,77977.0,36126.0,22898.0,47084.0,23753.0,105502.0,60851.0,2020-06-06,ja
523,75496.0,40949.0,22533.0,45793.0,27472.0,109644.0,60491.0,2020-06-07,ja
524,61383.0,28904.0,19106.0,44182.0,20445.0,89598.0,49603.0,2020-06-08,ja
525,59421.0,26220.0,19306.0,39546.0,18809.0,90392.0,48426.0,2020-06-09,ja
526,59110.0,26950.0,19256.0,36463.0,18174.0,88223.0,48754.0,2020-06-10,ja
527,65509.0,30446.0,19708.0,37588.0,19204.0,88392.0,47552.0,2020-06-11,ja
528,77966.0,34920.0,21545.0,42578.0,18174.0,88984.0,51062.0,2020-06-12,ja
529,87935.0,42744.0,24475.0,51268.0,22003.0,106818.0,58146.0,2020-06-13,ja
530,83978.0,37755.0,22507.0,49715.0,23107.0,114046.0,55998.0,2020-06-14,ja
531,65589.0,27598.0,19866.0,44525.0,18261.0,89450.0,51723.0,2020-06-15,ja
532,64180.0,26365.0,19554.0,41134.0,18712.0,93936.0,49252.0,2020-06-16,ja
533,62840.0,28524.0,20055.0,39553.0,17515.0,93190.0,46751.0,2020-06-17,ja
534,72468.0,26847.0,19958.0,43087.0,17135.0,87396.0,45235.0,2020-06-18,ja
535,103088.0,29041.0,20199.0,55560.0,16402.0,95234.0,47080.0,2020-06-19,ja
536,108456.0,34728.0,21553.0,56949.0,16553.0,93979.0,52670.0,2020-06-20,ja
537,135796.0,32788.0,29667.0,59279.0,21022.0,96697.0,52398.0,2020-06-21,ja
538,93763.0,31281.0,20024.0,52706.0,16919.0,87928.0,46887.0,2020-06-22,ja
539,79990.0,30668.0,17744.0,49726.0,15991.0,82734.0,46638.0,2020-06-23,ja
540,73808.0,27733.0,18788.0,46005.0,16024.0,82335.0,47720.0,2020-06-24,ja
541,71302.0,28130.0,18370.0,43490.0,18277.0,89345.0,47156.0,2020-06-25,ja
542,76441.0,29913.0,20174.0,44789.0,18139.0,90535.0,49649.0,2020-06-26,ja
543,92238.0,34677.0,22922.0,54866.0,19136.0,92938.0,52913.0,2020-06-27,ja
544,106335.0,36726.0,25698.0,64860.0,18463.0,99296.0,54155.0,2020-06-28,ja
545,75910.0,31508.0,20177.0,50869.0,16186.0,88531.0,53145.0,2020-06-29,ja
546,67350.0,27573.0,18142.0,46181.0,16209.0,82940.0,45223.0,2020-06-30,ja
547,70216.0,25414.0,16910.0,47919.0,15613.0,75828.0,42552.0,2020-07-01,ja
548,66351.0,25237.0,20775.0,44695.0,15656.0,74519.0,44435.0,2020-07-02,ja
549,70613.0,28768.0,22644.0,45467.0,15729.0,79746.0,50190.0,2020-07-03,ja
550,88651.0,42701.0,24476.0,60254.0,18677.0,98312.0,53978.0,2020-07-04,ja
551,91780.0,34063.0,24200.0,62076.0,19817.0,95801.0,53579.0,2020-07-05,ja
552,66974.0,28988.0,18977.0,50065.0,17131.0,81533.0,48007.0,2020-07-06,ja
553,65709.0,28593.0,18565.0,44941.0,16465.0,81968.0,48074.0,2020-07-07,ja
554,67144.0,31328.0,19934.0,45957.0,17488.0,90664.0,46117.0,2020-07-08,ja
555,61553.0,29157.0,17925.0,42786.0,16542.0,78179.0,51176.0,2020-07-09,ja
556,67800.0,28607.0,19600.0,45061.0,16007.0,76690.0,51717.0,2020-07-10,ja
557,72763.0,35128.0,22377.0,52475.0,18248.0,88265.0,51955.0,2020-07-11,ja
558,73941.0,34881.0,20615.0,52030.0,19749.0,93706.0,53649.0,2020-07-12,ja
559,96596.0,28566.0,20135.0,45646.0,17413.0,80472.0,50407.0,2020-07-13,ja
560,70873.0,27316.0,17994.0,42151.0,16765.0,77935.0,47535.0,2020-07-14,ja
561,66241.0,29687.0,18843.0,40782.0,16994.0,82772.0,45383.0,2020-07-15,ja
562,69408.0,27129.0,17312.0,39171.0,16924.0,85418.0,45548.0,2020-07-16,ja
563,102817.0,28810.0,18210.0,40741.0,16722.0,85654.0,46246.0,2020-07-17,ja
564,105095.0,38732.0,18753.0,47818.0,17675.0,89956.0,48924.0,2020-07-18,ja
565,100074.0,33197.0,18792.0,44595.0,17847.0,93994.0,48679.0,2020-07-19,ja
566,101235.0,30052.0,17207.0,38908.0,16559.0,125939.0,44197.0,2020-07-20,ja
567,78675.0,37550.0,17645.0,37677.0,26980.0,118593.0,43373.0,2020-07-21,ja
568,75869.0,27484.0,17200.0,37701.0,16289.0,93048.0,44171.0,2020-07-22,ja
569,97641.0,34513.0,21431.0,47920.0,18372.0,114437.0,53374.0,2020-07-23,ja
570,259116.0,37526.0,73176.0,53558.0,18128.0,115623.0,62826.0,2020-07-24,ja
571,162757.0,37667.0,41981.0,54948.0,17971.0,113840.0,57043.0,2020-07-25,ja
572,124383.0,38326.0,29396.0,49831.0,17895.0,104836.0,54210.0,2020-07-26,ja
573,88935.0,29347.0,20962.0,43127.0,15812.0,89674.0,47913.0,2020-07-27,ja
574,83191.0,28559.0,21391.0,38602.0,20256.0,88817.0,48414.0,2020-07-28,ja
575,78192.0,27132.0,19224.0,37834.0,16561.0,85643.0,46840.0,2020-07-29,ja
576,69414.0,26602.0,17853.0,36823.0,16781.0,80526.0,43163.0,2020-07-30,ja
577,67011.0,25219.0,18173.0,35249.0,15355.0,81421.0,43617.0,2020-07-31,ja
578,81855.0,31593.0,19691.0,43634.0,17474.0,89321.0,48298.0,2020-08-01,ja
579,83398.0,33804.0,21055.0,43811.0,18251.0,92682.0,51802.0,2020-08-02,ja
580,69413.0,27585.0,18365.0,36949.0,15936.0,80190.0,45351.0,2020-08-03,ja
581,67399.0,27357.0,18427.0,35885.0,15280.0,81740.0,44768.0,2020-08-04,ja
582,63148.0,25889.0,18306.0,34632.0,15581.0,78849.0,42676.0,2020-08-05,ja
583,64998.0,27517.0,19311.0,34973.0,16656.0,84371.0,43387.0,2020-08-06,ja
584,68069.0,28557.0,22254.0,39756.0,16030.0,81474.0,44429.0,2020-08-07,ja
585,77141.0,32730.0,21326.0,46421.0,16585.0,91296.0,48243.0,2020-08-08,ja
586,82278.0,38992.0,24429.0,57391.0,23952.0,92883.0,51465.0,2020-08-09,ja
587,79037.0,35859.0,21037.0,45121.0,21096.0,98613.0,52808.0,2020-08-10,ja
588,69074.0,30262.0,18493.0,39490.0,17224.0,86235.0,46073.0,2020-08-11,ja
