,action_game,platform_game,puzzle_video_game,adventure_game,role-playing_video_game,indie_game,dates,lang
39,481152.0,375927.0,167417.0,299832.0,290681.0,242787.0,2019-02-09,en
40,524673.0,415775.0,186494.0,317468.0,322135.0,250698.0,2019-02-10,en
41,492510.0,385542.0,199639.0,333750.0,349400.0,277166.0,2019-02-11,en
42,474063.0,368461.0,199111.0,308682.0,315496.0,267078.0,2019-02-12,en
43,464617.0,375779.0,198992.0,297157.0,326054.0,262671.0,2019-02-13,en
44,451590.0,366891.0,202666.0,283143.0,342352.0,254763.0,2019-02-14,en
45,450135.0,357214.0,191930.0,276869.0,302480.0,237067.0,2019-02-15,en
46,483757.0,384985.0,188500.0,282761.0,308394.0,229884.0,2019-02-16,en
47,511171.0,403296.0,198246.0,302277.0,324887.0,242055.0,2019-02-17,en
48,493372.0,396536.0,205032.0,310842.0,318445.0,256910.0,2019-02-18,en
49,470476.0,365286.0,212805.0,296900.0,304919.0,264020.0,2019-02-19,en
50,455146.0,352259.0,214212.0,293639.0,288849.0,269602.0,2019-02-20,en
51,455176.0,345052.0,204506.0,286974.0,286055.0,261367.0,2019-02-21,en
52,434546.0,345322.0,190038.0,276358.0,283039.0,241001.0,2019-02-22,en
53,464270.0,367298.0,182173.0,271284.0,284831.0,223910.0,2019-02-23,en
54,495415.0,388789.0,194300.0,308442.0,306834.0,242140.0,2019-02-24,en
55,489033.0,423506.0,202512.0,310023.0,344216.0,269702.0,2019-02-25,en
56,464342.0,369962.0,207447.0,304003.0,312617.0,259103.0,2019-02-26,en
57,440007.0,345707.0,187882.0,305342.0,323179.0,250303.0,2019-02-27,en
58,436929.0,348187.0,184255.0,296303.0,310879.0,246860.0,2019-02-28,en
59,444628.0,348528.0,177067.0,284305.0,293695.0,239607.0,2019-03-01,en
60,481875.0,362616.0,175738.0,278048.0,303747.0,235187.0,2019-03-02,en
61,517481.0,401443.0,190490.0,315599.0,323155.0,257971.0,2019-03-03,en
62,504525.0,381717.0,194459.0,314612.0,314535.0,263214.0,2019-03-04,en
63,479760.0,362219.0,187734.0,322587.0,317310.0,258957.0,2019-03-05,en
64,469674.0,348759.0,200860.0,323510.0,313687.0,247328.0,2019-03-06,en
65,555353.0,352554.0,232118.0,305490.0,294667.0,244663.0,2019-03-07,en
66,493788.0,349376.0,186296.0,289471.0,278436.0,232359.0,2019-03-08,en
67,550240.0,385741.0,192115.0,298432.0,292477.0,225403.0,2019-03-09,en
68,544120.0,409218.0,220422.0,337979.0,319228.0,245944.0,2019-03-10,en
69,506264.0,375805.0,199634.0,335172.0,312370.0,255504.0,2019-03-11,en
70,489210.0,355242.0,193290.0,308587.0,297003.0,259866.0,2019-03-12,en
71,461198.0,351476.0,188325.0,301532.0,282679.0,257820.0,2019-03-13,en
72,458227.0,343207.0,182299.0,297938.0,269687.0,258653.0,2019-03-14,en
73,468568.0,344005.0,177099.0,283985.0,253851.0,228614.0,2019-03-15,en
74,499100.0,366976.0,170773.0,295846.0,270000.0,221284.0,2019-03-16,en
75,552196.0,406428.0,204634.0,331900.0,303799.0,247537.0,2019-03-17,en
76,510470.0,392029.0,195006.0,383832.0,296974.0,261462.0,2019-03-18,en
77,475336.0,360554.0,184115.0,404017.0,278267.0,263295.0,2019-03-19,en
78,487945.0,387262.0,178467.0,363454.0,275766.0,388834.0,2019-03-20,en
79,481510.0,382452.0,181626.0,329793.0,283828.0,313000.0,2019-03-21,en
80,467294.0,446032.0,172258.0,305708.0,306444.0,259576.0,2019-03-22,en
81,486514.0,380498.0,172165.0,295635.0,293443.0,235849.0,2019-03-23,en
82,537102.0,406446.0,181217.0,332541.0,304906.0,250919.0,2019-03-24,en
83,507491.0,379431.0,189613.0,330320.0,303355.0,260377.0,2019-03-25,en
84,462096.0,354605.0,188154.0,317823.0,295885.0,270535.0,2019-03-26,en
85,466637.0,361825.0,203636.0,324620.0,287929.0,278550.0,2019-03-27,en
86,461864.0,361695.0,220334.0,325380.0,279124.0,270439.0,2019-03-28,en
87,438222.0,403909.0,184800.0,299528.0,263565.0,232463.0,2019-03-29,en
88,453759.0,431300.0,188653.0,305857.0,268200.0,219705.0,2019-03-30,en
89,481905.0,389241.0,181633.0,335369.0,288545.0,234303.0,2019-03-31,en
90,459098.0,369732.0,184505.0,331298.0,289544.0,244653.0,2019-04-01,en
91,439357.0,344822.0,179608.0,332589.0,292614.0,246132.0,2019-04-02,en
92,442269.0,343455.0,183655.0,336791.0,296428.0,241655.0,2019-04-03,en
93,457224.0,350230.0,180940.0,383091.0,307072.0,239746.0,2019-04-04,en
94,448165.0,350338.0,181886.0,337760.0,289913.0,230259.0,2019-04-05,en
95,472407.0,356233.0,168069.0,323148.0,290072.0,215233.0,2019-04-06,en
96,505409.0,432202.0,177076.0,380952.0,333210.0,242787.0,2019-04-07,en
97,473829.0,383195.0,190172.0,378899.0,335988.0,248313.0,2019-04-08,en
98,472196.0,404237.0,188382.0,371844.0,327212.0,589240.0,2019-04-09,en
99,451028.0,417253.0,186044.0,376593.0,327869.0,251782.0,2019-04-10,en
100,451336.0,394865.0,180248.0,366404.0,327392.0,248036.0,2019-04-11,en
101,479318.0,454776.0,175208.0,376950.0,338210.0,229454.0,2019-04-12,en
102,497123.0,459869.0,165247.0,397931.0,363967.0,214299.0,2019-04-13,en
103,503160.0,436122.0,176187.0,536451.0,505450.0,231674.0,2019-04-14,en
104,470275.0,391410.0,179920.0,807689.0,771751.0,240396.0,2019-04-15,en
105,457635.0,372349.0,187844.0,479072.0,449811.0,236139.0,2019-04-16,en
106,448754.0,363236.0,190581.0,391272.0,390637.0,232279.0,2019-04-17,en
107,437645.0,368788.0,189415.0,360680.0,354332.0,229451.0,2019-04-18,en
108,459038.0,369567.0,181451.0,355083.0,348685.0,224617.0,2019-04-19,en
109,461932.0,375493.0,176993.0,342881.0,334285.0,219238.0,2019-04-20,en
110,485648.0,394091.0,184422.0,389505.0,374636.0,238973.0,2019-04-21,en
111,484871.0,384091.0,199316.0,646024.0,621588.0,244589.0,2019-04-22,en
112,456144.0,362766.0,205973.0,453317.0,426347.0,249127.0,2019-04-23,en
113,463613.0,366177.0,206417.0,387904.0,378421.0,239770.0,2019-04-24,en
114,481073.0,379379.0,203425.0,363357.0,347456.0,239588.0,2019-04-25,en
115,524713.0,366337.0,187165.0,333340.0,315358.0,226722.0,2019-04-26,en
116,550317.0,367499.0,172174.0,327583.0,308355.0,206515.0,2019-04-27,en
117,600945.0,429661.0,179466.0,382380.0,356439.0,225530.0,2019-04-28,en
118,567462.0,383725.0,185056.0,855293.0,692628.0,231335.0,2019-04-29,en
119,527277.0,429217.0,186467.0,501630.0,465670.0,230877.0,2019-04-30,en
120,527750.0,422576.0,188204.0,420264.0,377451.0,235605.0,2019-05-01,en
121,515064.0,402639.0,189935.0,397229.0,354696.0,245464.0,2019-05-02,en
122,530510.0,443854.0,183116.0,378559.0,334024.0,241204.0,2019-05-03,en
123,569322.0,472686.0,170414.0,357303.0,328276.0,219514.0,2019-05-04,en
124,585185.0,473077.0,178091.0,410598.0,368013.0,230443.0,2019-05-05,en
125,529172.0,400248.0,188641.0,594090.0,548863.0,236507.0,2019-05-06,en
126,496661.0,381759.0,185473.0,425542.0,382640.0,233782.0,2019-05-07,en
127,491863.0,382108.0,200575.0,411778.0,344648.0,240876.0,2019-05-08,en
128,479039.0,370043.0,181148.0,370631.0,335490.0,232858.0,2019-05-09,en
129,475490.0,368580.0,177165.0,369024.0,365262.0,230963.0,2019-05-10,en
130,501707.0,383912.0,170087.0,373646.0,338710.0,220915.0,2019-05-11,en
131,529204.0,393846.0,175898.0,402534.0,371953.0,234531.0,2019-05-12,en
132,481832.0,371692.0,180148.0,683120.0,639292.0,237010.0,2019-05-13,en
133,475140.0,368354.0,180278.0,488196.0,450100.0,238411.0,2019-05-14,en
134,457561.0,357490.0,179542.0,406520.0,371637.0,238386.0,2019-05-15,en
135,461509.0,366853.0,188567.0,391236.0,356033.0,236742.0,2019-05-16,en
136,478121.0,373813.0,189600.0,374476.0,339852.0,229539.0,2019-05-17,en
137,474696.0,371626.0,192656.0,354412.0,323481.0,213276.0,2019-05-18,en
138,519735.0,404369.0,198326.0,444479.0,407408.0,222946.0,2019-05-19,en
139,481026.0,373868.0,195341.0,974255.0,936332.0,237408.0,2019-05-20,en
140,477064.0,377518.0,200663.0,556492.0,527979.0,244718.0,2019-05-21,en
141,520219.0,377616.0,200050.0,424535.0,385124.0,249645.0,2019-05-22,en
142,517679.0,396078.0,198918.0,365578.0,324928.0,254172.0,2019-05-23,en
143,502525.0,387224.0,191759.0,332263.0,316736.0,247133.0,2019-05-24,en
144,496049.0,408956.0,188527.0,322668.0,298932.0,237139.0,2019-05-25,en
145,522614.0,416932.0,191964.0,338272.0,305395.0,253197.0,2019-05-26,en
146,540194.0,426964.0,199590.0,368173.0,328317.0,268815.0,2019-05-27,en
147,521537.0,424481.0,214267.0,343228.0,315076.0,277572.0,2019-05-28,en
148,596074.0,433805.0,209321.0,334563.0,301577.0,275423.0,2019-05-29,en
149,601200.0,399764.0,207905.0,356771.0,294374.0,271627.0,2019-05-30,en
150,524021.0,386713.0,205829.0,325525.0,286112.0,255252.0,2019-05-31,en
151,493045.0,408839.0,201597.0,298236.0,267676.0,242147.0,2019-06-01,en
152,533427.0,421478.0,215368.0,317922.0,292595.0,259017.0,2019-06-02,en
153,525085.0,402082.0,223766.0,321299.0,285219.0,264653.0,2019-06-03,en
154,638311.0,535425.0,223024.0,298809.0,274440.0,253652.0,2019-06-04,en
155,511914.0,414539.0,205639.0,304152.0,299983.0,246741.0,2019-06-05,en
156,485771.0,388830.0,207808.0,296512.0,343239.0,247321.0,2019-06-06,en
157,484400.0,390525.0,199049.0,278427.0,345612.0,242251.0,2019-06-07,en
158,519142.0,414227.0,193326.0,274309.0,318790.0,229424.0,2019-06-08,en
159,551868.0,436395.0,195341.0,299470.0,335945.0,245406.0,2019-06-09,en
160,560590.0,469118.0,217059.0,319170.0,402126.0,277135.0,2019-06-10,en
161,517900.0,438601.0,198954.0,298529.0,552030.0,263490.0,2019-06-11,en
162,515498.0,439244.0,191660.0,304124.0,447205.0,271504.0,2019-06-12,en
163,501999.0,410149.0,187470.0,292605.0,377617.0,270352.0,2019-06-13,en
164,484829.0,396260.0,177229.0,271305.0,331972.0,254052.0,2019-06-14,en
165,505832.0,411575.0,173380.0,274714.0,322141.0,236337.0,2019-06-15,en
166,522309.0,437513.0,189870.0,290016.0,340787.0,254147.0,2019-06-16,en
167,518782.0,424354.0,201753.0,292088.0,333587.0,271504.0,2019-06-17,en
168,488791.0,388265.0,194509.0,274824.0,305839.0,267398.0,2019-06-18,en
169,475348.0,447989.0,185743.0,285791.0,300539.0,268440.0,2019-06-19,en
170,462344.0,390948.0,207925.0,273903.0,296966.0,259871.0,2019-06-20,en
171,484577.0,473807.0,179890.0,256997.0,283231.0,288397.0,2019-06-21,en
172,537423.0,422218.0,173205.0,260628.0,275014.0,235223.0,2019-06-22,en
173,547193.0,445830.0,177213.0,280981.0,290263.0,249627.0,2019-06-23,en
174,540243.0,422969.0,180830.0,276665.0,293876.0,259557.0,2019-06-24,en
175,517657.0,398676.0,174206.0,273529.0,273765.0,245918.0,2019-06-25,en
176,522966.0,392974.0,175078.0,278410.0,272089.0,251652.0,2019-06-26,en
177,510854.0,372048.0,175522.0,266676.0,258053.0,231403.0,2019-06-27,en
178,492891.0,384506.0,172314.0,256919.0,246092.0,225051.0,2019-06-28,en
179,494979.0,394702.0,164939.0,285467.0,254893.0,220194.0,2019-06-29,en
180,524472.0,404162.0,176817.0,269605.0,263910.0,239376.0,2019-06-30,en
181,516296.0,388001.0,180563.0,272145.0,256817.0,243279.0,2019-07-01,en
182,480358.0,368356.0,174067.0,261754.0,242050.0,234767.0,2019-07-02,en
183,486751.0,372790.0,175344.0,269395.0,240061.0,233815.0,2019-07-03,en
184,527117.0,403058.0,170711.0,264128.0,233219.0,227098.0,2019-07-04,en
185,520464.0,376244.0,168805.0,254350.0,231327.0,218825.0,2019-07-05,en
186,560286.0,397910.0,169885.0,265985.0,239692.0,215933.0,2019-07-06,en
187,613127.0,442250.0,179486.0,297107.0,258108.0,235101.0,2019-07-07,en
188,551883.0,427888.0,181725.0,301371.0,262119.0,246048.0,2019-07-08,en
189,501801.0,396207.0,180288.0,277258.0,251218.0,241025.0,2019-07-09,en
190,484953.0,395659.0,176680.0,277232.0,248843.0,231535.0,2019-07-10,en
191,479222.0,408053.0,177586.0,266926.0,250397.0,230182.0,2019-07-11,en
192,476023.0,409654.0,168406.0,269195.0,242714.0,232577.0,2019-07-12,en
193,523025.0,410331.0,164017.0,276115.0,237008.0,225123.0,2019-07-13,en
194,553133.0,453912.0,175692.0,276759.0,249556.0,239645.0,2019-07-14,en
195,527088.0,420998.0,187984.0,283581.0,253820.0,248041.0,2019-07-15,en
196,505913.0,421562.0,177855.0,273153.0,246562.0,259787.0,2019-07-16,en
197,492444.0,419392.0,175096.0,270137.0,245444.0,259785.0,2019-07-17,en
198,481270.0,412664.0,176838.0,266344.0,242721.0,246161.0,2019-07-18,en
199,485544.0,440740.0,167919.0,263040.0,235528.0,239886.0,2019-07-19,en
200,500832.0,478572.0,163593.0,269332.0,228140.0,236984.0,2019-07-20,en
201,567976.0,499656.0,173666.0,282898.0,240896.0,242723.0,2019-07-21,en
202,517862.0,448608.0,176130.0,274961.0,245678.0,241320.0,2019-07-22,en
203,485867.0,416911.0,174255.0,265020.0,239594.0,238539.0,2019-07-23,en
204,470914.0,405372.0,172501.0,300579.0,231598.0,239113.0,2019-07-24,en
205,464008.0,384715.0,174074.0,308769.0,226556.0,230973.0,2019-07-25,en
206,474601.0,394660.0,167255.0,262047.0,222966.0,219324.0,2019-07-26,en
207,497438.0,425438.0,169791.0,268075.0,227483.0,221508.0,2019-07-27,en
208,523454.0,450013.0,179965.0,284400.0,249326.0,233301.0,2019-07-28,en
209,500949.0,422697.0,180983.0,275746.0,251882.0,240209.0,2019-07-29,en
210,480817.0,436528.0,191824.0,272323.0,264830.0,254599.0,2019-07-30,en
211,459909.0,402757.0,173173.0,254183.0,245820.0,236711.0,2019-07-31,en
212,439655.0,377222.0,161657.0,249924.0,231964.0,227355.0,2019-08-01,en
213,443961.0,368141.0,159284.0,244069.0,233674.0,221420.0,2019-08-02,en
214,454923.0,384412.0,155858.0,249961.0,225738.0,210171.0,2019-08-03,en
215,484460.0,402797.0,170586.0,259998.0,240565.0,221717.0,2019-08-04,en
216,464651.0,381791.0,173654.0,263543.0,239082.0,230999.0,2019-08-05,en
217,458637.0,370720.0,172651.0,257671.0,237195.0,230675.0,2019-08-06,en
218,469583.0,375419.0,169030.0,259020.0,242845.0,230913.0,2019-08-07,en
219,463403.0,369601.0,171844.0,258993.0,238674.0,232681.0,2019-08-08,en
220,452520.0,371812.0,164683.0,246866.0,226050.0,214614.0,2019-08-09,en
221,474094.0,376916.0,159216.0,243596.0,222710.0,206747.0,2019-08-10,en
222,505428.0,396545.0,164806.0,257262.0,249844.0,224085.0,2019-08-11,en
223,497809.0,384278.0,169996.0,273253.0,244740.0,231283.0,2019-08-12,en
224,477215.0,379579.0,179723.0,265577.0,240533.0,239771.0,2019-08-13,en
225,459270.0,391140.0,173373.0,261139.0,239571.0,237237.0,2019-08-14,en
226,448261.0,389759.0,167920.0,248662.0,230208.0,228979.0,2019-08-15,en
227,461846.0,380934.0,168233.0,250617.0,228392.0,231671.0,2019-08-16,en
228,495200.0,386527.0,164575.0,257098.0,234217.0,222429.0,2019-08-17,en
229,512895.0,415363.0,177070.0,280070.0,253348.0,240574.0,2019-08-18,en
230,497518.0,411360.0,179936.0,273647.0,263837.0,270123.0,2019-08-19,en
231,503985.0,380370.0,172909.0,271996.0,250983.0,272659.0,2019-08-20,en
232,503786.0,380899.0,177623.0,266770.0,244483.0,251468.0,2019-08-21,en
233,478210.0,372998.0,175321.0,262621.0,245765.0,251453.0,2019-08-22,en
234,467362.0,375015.0,168519.0,257155.0,237556.0,239895.0,2019-08-23,en
235,497183.0,395640.0,163666.0,252953.0,230196.0,213116.0,2019-08-24,en
236,516755.0,416818.0,167649.0,283263.0,245522.0,234267.0,2019-08-25,en
237,517306.0,415740.0,176611.0,283651.0,250792.0,246233.0,2019-08-26,en
238,498041.0,398019.0,185442.0,280386.0,246341.0,258333.0,2019-08-27,en
239,500588.0,381650.0,179467.0,274183.0,237563.0,244624.0,2019-08-28,en
240,509020.0,368015.0,173750.0,270929.0,231020.0,236516.0,2019-08-29,en
241,473089.0,367007.0,172399.0,300959.0,224207.0,231687.0,2019-08-30,en
242,492024.0,382663.0,164401.0,352541.0,223586.0,232272.0,2019-08-31,en
243,525666.0,410902.0,174079.0,369043.0,242198.0,247638.0,2019-09-01,en
244,513087.0,412772.0,175322.0,359844.0,250432.0,251020.0,2019-09-02,en
245,480786.0,374357.0,175845.0,337405.0,249730.0,261196.0,2019-09-03,en
246,452182.0,362815.0,176679.0,308570.0,243727.0,244670.0,2019-09-04,en
247,438885.0,365661.0,190049.0,301378.0,283056.0,249396.0,2019-09-05,en
248,417029.0,347507.0,168504.0,272534.0,236608.0,220084.0,2019-09-06,en
249,469307.0,369434.0,164629.0,280696.0,234773.0,209938.0,2019-09-07,en
250,506601.0,402093.0,188773.0,315162.0,254454.0,234577.0,2019-09-08,en
251,475637.0,386610.0,179896.0,300584.0,252581.0,242422.0,2019-09-09,en
252,448449.0,357443.0,179406.0,286861.0,241944.0,241732.0,2019-09-10,en
253,448583.0,363967.0,174349.0,284892.0,252684.0,240158.0,2019-09-11,en
254,466506.0,383129.0,174495.0,282031.0,260249.0,237161.0,2019-09-12,en
255,479138.0,374037.0,169590.0,273030.0,234113.0,229423.0,2019-09-13,en
256,485411.0,377527.0,163532.0,273470.0,238667.0,215994.0,2019-09-14,en
257,507846.0,401707.0,183386.0,291492.0,261232.0,234961.0,2019-09-15,en
258,486597.0,380696.0,189474.0,305176.0,263970.0,245599.0,2019-09-16,en
259,471870.0,377860.0,197378.0,295270.0,253975.0,246362.0,2019-09-17,en
260,476899.0,380824.0,191963.0,286540.0,254737.0,255193.0,2019-09-18,en
261,473220.0,365004.0,184349.0,282770.0,242267.0,247953.0,2019-09-19,en
262,480907.0,362628.0,187558.0,266386.0,236428.0,238680.0,2019-09-20,en
263,517963.0,383686.0,186253.0,281157.0,239487.0,232082.0,2019-09-21,en
264,533266.0,407754.0,202909.0,310484.0,256565.0,265274.0,2019-09-22,en
265,499598.0,382430.0,199005.0,317605.0,278901.0,281914.0,2019-09-23,en
266,494348.0,360736.0,199362.0,282439.0,251887.0,257211.0,2019-09-24,en
267,512455.0,370073.0,197973.0,301581.0,241384.0,254030.0,2019-09-25,en
268,495603.0,372654.0,194398.0,286141.0,246432.0,248723.0,2019-09-26,en
269,495716.0,389615.0,196029.0,271555.0,250749.0,242451.0,2019-09-27,en
270,510703.0,408585.0,183570.0,265150.0,243881.0,226757.0,2019-09-28,en
271,530408.0,421158.0,200926.0,296218.0,264697.0,241326.0,2019-09-29,en
272,514830.0,420257.0,205488.0,288745.0,255625.0,246603.0,2019-09-30,en
273,500372.0,401333.0,202458.0,283436.0,248290.0,246992.0,2019-10-01,en
274,504310.0,400505.0,201199.0,283318.0,264379.0,257332.0,2019-10-02,en
275,502691.0,408324.0,205122.0,273519.0,242689.0,247266.0,2019-10-03,en
276,506862.0,412360.0,197310.0,274849.0,238553.0,241277.0,2019-10-04,en
277,526198.0,422211.0,192156.0,277617.0,239109.0,222374.0,2019-10-05,en
278,576295.0,476946.0,207344.0,302239.0,257570.0,238586.0,2019-10-06,en
279,534790.0,441503.0,200028.0,295712.0,265891.0,242757.0,2019-10-07,en
280,539658.0,426488.0,204893.0,291873.0,251360.0,259780.0,2019-10-08,en
281,526630.0,434641.0,200660.0,287612.0,249232.0,258179.0,2019-10-09,en
282,504336.0,422960.0,205734.0,280183.0,241769.0,250333.0,2019-10-10,en
283,512694.0,452684.0,191809.0,277856.0,243563.0,242673.0,2019-10-11,en
284,557400.0,463753.0,186594.0,291161.0,246612.0,232023.0,2019-10-12,en
285,589355.0,574272.0,197425.0,316511.0,259842.0,244984.0,2019-10-13,en
286,550581.0,470171.0,200662.0,315098.0,270823.0,261221.0,2019-10-14,en
287,533971.0,430875.0,200523.0,320028.0,266638.0,270125.0,2019-10-15,en
288,561976.0,455933.0,213876.0,322404.0,285618.0,279391.0,2019-10-16,en
289,522478.0,411068.0,189945.0,290171.0,261421.0,249731.0,2019-10-17,en
290,541359.0,454232.0,206662.0,286334.0,295487.0,243486.0,2019-10-18,en
291,553565.0,461099.0,177226.0,280719.0,268877.0,239184.0,2019-10-19,en
292,638577.0,499887.0,198543.0,312041.0,285129.0,256079.0,2019-10-20,en
293,611263.0,463230.0,205321.0,309228.0,291852.0,275878.0,2019-10-21,en
294,604007.0,489197.0,196569.0,291409.0,306574.0,273513.0,2019-10-22,en
295,590621.0,451226.0,196373.0,284360.0,307357.0,253720.0,2019-10-23,en
296,576697.0,430450.0,188363.0,276161.0,326515.0,247869.0,2019-10-24,en
297,586458.0,433303.0,183405.0,279360.0,338303.0,235332.0,2019-10-25,en
298,605027.0,468588.0,175191.0,276050.0,315851.0,217919.0,2019-10-26,en
299,661677.0,513510.0,195258.0,300729.0,327576.0,268546.0,2019-10-27,en
300,651839.0,468742.0,202805.0,309525.0,328011.0,256279.0,2019-10-28,en
301,651372.0,455445.0,191369.0,301434.0,306336.0,268981.0,2019-10-29,en
302,746335.0,454095.0,193558.0,304687.0,299998.0,280993.0,2019-10-30,en
303,1122502.0,489591.0,209090.0,311041.0,274767.0,255297.0,2019-10-31,en
304,936757.0,481686.0,205147.0,306201.0,293681.0,245391.0,2019-11-01,en
305,744306.0,465103.0,177859.0,285667.0,315738.0,232466.0,2019-11-02,en
306,696177.0,478975.0,194481.0,307639.0,323023.0,258340.0,2019-11-03,en
307,650640.0,433601.0,193945.0,300873.0,323467.0,263166.0,2019-11-04,en
308,602630.0,397257.0,184817.0,292407.0,300039.0,261010.0,2019-11-05,en
309,547437.0,391513.0,183281.0,288361.0,279428.0,263375.0,2019-11-06,en
310,601820.0,388160.0,186220.0,281638.0,275671.0,254247.0,2019-11-07,en
311,727814.0,393468.0,186475.0,274215.0,269550.0,243204.0,2019-11-08,en
312,739952.0,409248.0,174223.0,311184.0,275774.0,226978.0,2019-11-09,en
313,708342.0,425933.0,182264.0,296925.0,290292.0,244040.0,2019-11-10,en
314,709607.0,419749.0,197964.0,310361.0,312980.0,271774.0,2019-11-11,en
315,679378.0,462733.0,233069.0,307000.0,306019.0,294231.0,2019-11-12,en
316,676573.0,474827.0,244047.0,327028.0,324575.0,367474.0,2019-11-13,en
317,628869.0,437190.0,224361.0,313254.0,322114.0,270277.0,2019-11-14,en
318,574788.0,421716.0,199463.0,288808.0,330780.0,233174.0,2019-11-15,en
319,626034.0,455117.0,183268.0,292903.0,320545.0,225957.0,2019-11-16,en
320,648968.0,481390.0,194701.0,345452.0,327802.0,245806.0,2019-11-17,en
321,599014.0,445448.0,200167.0,335416.0,333418.0,254762.0,2019-11-18,en
322,564490.0,417989.0,195691.0,317221.0,326752.0,259390.0,2019-11-19,en
323,567505.0,415727.0,195524.0,323675.0,313936.0,259486.0,2019-11-20,en
324,557115.0,397056.0,188215.0,298733.0,300229.0,284886.0,2019-11-21,en
325,534259.0,483122.0,186691.0,335004.0,284438.0,268453.0,2019-11-22,en
326,545437.0,430282.0,170247.0,283921.0,276803.0,231471.0,2019-11-23,en
327,593650.0,462481.0,183002.0,337536.0,305112.0,253794.0,2019-11-24,en
328,566847.0,439879.0,188342.0,320446.0,305754.0,269458.0,2019-11-25,en
329,537687.0,405612.0,185977.0,295006.0,288556.0,258624.0,2019-11-26,en
330,540709.0,424627.0,178813.0,295865.0,283503.0,258200.0,2019-11-27,en
331,539758.0,424018.0,181671.0,278150.0,273713.0,248646.0,2019-11-28,en
332,564614.0,414890.0,175087.0,275353.0,279097.0,246072.0,2019-11-29,en
333,617407.0,444421.0,178496.0,300034.0,292118.0,253995.0,2019-11-30,en
334,646150.0,460821.0,188998.0,329513.0,303837.0,269271.0,2019-12-01,en
335,598126.0,436608.0,191023.0,316612.0,313177.0,278783.0,2019-12-02,en
336,561922.0,409944.0,202324.0,324227.0,307964.0,287249.0,2019-12-03,en
337,556542.0,399186.0,183946.0,293190.0,276626.0,283434.0,2019-12-04,en
338,534438.0,387918.0,182000.0,287649.0,264536.0,279085.0,2019-12-05,en
