"DateTime";"Garry's Mod";"DayZ";"Euro Truck Simulator 2";"Warframe";"Tom Clancy's Rainbow Six Siege";"Dead by Daylight";"Hearts of Iron IV";"Warhammer: Vermintide 2";"Destiny 2";"Farming Simulator 22"
"2007-11-29 00:00:00";1249;;;;;;;;;
"2007-12-13 00:00:00";1248;;;;;;;;;
"2007-12-27 00:00:00";2498;;;;;;;;;
"2008-01-10 00:00:00";2301;;;;;;;;;
"2008-01-24 00:00:00";1412;;;;;;;;;
"2008-02-07 00:00:00";1976;;;;;;;;;
"2008-02-21 00:00:00";2114;;;;;;;;;
"2008-03-06 00:00:00";1523;;;;;;;;;
"2008-03-20 00:00:00";2186;;;;;;;;;
"2008-04-03 00:00:00";1817;;;;;;;;;
"2008-04-17 00:00:00";1448;;;;;;;;;
"2008-05-01 00:00:00";322;;;;;;;;;
"2008-05-15 00:00:00";1441;;;;;;;;;
"2008-05-29 00:00:00";2068;;;;;;;;;
"2008-06-12 00:00:00";1785;;;;;;;;;
"2008-06-26 00:00:00";;;;;;;;;;
"2008-07-10 00:00:00";;;;;;;;;;
"2008-07-24 00:00:00";;;;;;;;;;
"2008-08-07 00:00:00";;;;;;;;;;
"2008-08-21 00:00:00";;;;;;;;;;
"2008-09-04 00:00:00";5494;;;;;;;;;
"2008-09-18 00:00:00";3098;;;;;;;;;
"2008-10-02 00:00:00";4019;;;;;;;;;
"2008-10-16 00:00:00";4809;;;;;;;;;
"2008-10-30 00:00:00";1993;;;;;;;;;
"2008-11-13 00:00:00";734;;;;;;;;;
"2008-11-27 00:00:00";4721;;;;;;;;;
"2008-12-11 00:00:00";3426;;;;;;;;;
"2008-12-25 00:00:00";;;;;;;;;;
"2009-01-08 00:00:00";1324;;;;;;;;;
"2009-01-22 00:00:00";4722;;;;;;;;;
"2009-02-05 00:00:00";4723;;;;;;;;;
"2009-02-19 00:00:00";4013;;;;;;;;;
"2009-03-05 00:00:00";4386;;;;;;;;;
"2009-03-19 00:00:00";4559;;;;;;;;;
"2009-04-02 00:00:00";2899;;;;;;;;;
"2009-04-16 00:00:00";3807;;;;;;;;;
"2009-04-30 00:00:00";2698;;;;;;;;;
"2009-05-14 00:00:00";2857;;;;;;;;;
"2009-05-28 00:00:00";5097;;;;;;;;;
"2009-06-11 00:00:00";5150;;;;;;;;;
"2009-06-25 00:00:00";4477;;;;;;;;;
"2009-07-09 00:00:00";4446;;;;;;;;;
"2009-07-23 00:00:00";5154;;;;;;;;;
"2009-08-06 00:00:00";5100;;;;;;;;;
"2009-08-20 00:00:00";5466;;;;;;;;;
"2009-09-03 00:00:00";6585;;;;;;;;;
"2009-09-17 00:00:00";3182;;;;;;;;;
"2009-10-01 00:00:00";5194;;;;;;;;;
"2009-10-15 00:00:00";4563;;;;;;;;;
"2009-10-29 00:00:00";1726;;;;;;;;;
"2009-11-12 00:00:00";4394;;;;;;;;;
"2009-11-26 00:00:00";5657;;;;;;;;;
"2009-12-10 00:00:00";5870;;;;;;;;;
"2009-12-24 00:00:00";5425;;;;;;;;;
"2010-01-07 00:00:00";4896;;;;;;;;;
"2010-01-21 00:00:00";6170;;;;;;;;;
"2010-02-04 00:00:00";3777;;;;;;;;;
"2010-02-18 00:00:00";4878;;;;;;;;;
"2010-03-04 00:00:00";3923;;;;;;;;;
"2010-03-18 00:00:00";7589;;;;;;;;;
"2010-04-01 00:00:00";7317;;;;;;;;;
"2010-04-15 00:00:00";7688;;;;;;;;;
"2010-04-29 00:00:00";7887;;;;;;;;;
"2010-05-13 00:00:00";7991;;;;;;;;;
"2010-05-27 00:00:00";7490;;;;;;;;;
"2010-06-10 00:00:00";8287;;;;;;;;;
"2010-06-24 00:00:00";8414;;;;;;;;;
"2010-07-08 00:00:00";7799;;;;;;;;;
"2010-07-22 00:00:00";8645;;;;;;;;;
"2010-08-05 00:00:00";8837;;;;;;;;;
"2010-08-19 00:00:00";9221;;;;;;;;;
"2010-09-02 00:00:00";9206;;;;;;;;;
"2010-09-16 00:00:00";10650;;;;;;;;;
"2010-09-30 00:00:00";9508;;;;;;;;;
"2010-10-14 00:00:00";8863;;;;;;;;;
"2010-10-28 00:00:00";9057;;;;;;;;;
"2010-11-11 00:00:00";8604;;;;;;;;;
"2010-11-25 00:00:00";8884;;;;;;;;;
"2010-12-09 00:00:00";9345;;;;;;;;;
"2010-12-23 00:00:00";9890;;;;;;;;;
"2011-01-06 00:00:00";10706;;;;;;;;;
"2011-01-20 00:00:00";10477;;;;;;;;;
"2011-02-03 00:00:00";10512;;;;;;;;;
"2011-02-17 00:00:00";9990;;;;;;;;;
"2011-03-03 00:00:00";9580;;;;;;;;;
"2011-03-17 00:00:00";9436;;;;;;;;;
"2011-03-31 00:00:00";8820;;;;;;;;;
"2011-04-14 00:00:00";8322;;;;;;;;;
"2011-04-28 00:00:00";8614;;;;;;;;;
"2011-05-12 00:00:00";8576;;;;;;;;;
"2011-05-26 00:00:00";7757;;;;;;;;;
"2011-06-09 00:00:00";7953;;;;;;;;;
"2011-06-23 00:00:00";9478;;;;;;;;;
"2011-07-07 00:00:00";10336;;;;;;;;;
"2011-07-21 00:00:00";9661;;;;;;;;;
"2011-08-04 00:00:00";9614;;;;;;;;;
"2011-08-18 00:00:00";10288;;;;;;;;;
"2011-09-01 00:00:00";9824;;;;;;;;;
"2011-09-15 00:00:00";8290;;;;;;;;;
"2011-09-29 00:00:00";8489;;;;;;;;;
"2011-10-13 00:00:00";8951;;;;;;;;;
"2011-10-27 00:00:00";8667;;;;;;;;;
"2011-11-10 00:00:00";7265;;;;;;;;;
"2011-11-24 00:00:00";9183;;;;;;;;;
"2011-12-08 00:00:00";9124;;;;;;;;;
"2011-12-22 00:00:00";11612;;;;;;;;;
"2012-01-05 00:00:00";11413;;;;;;;;;
"2012-01-19 00:00:00";11126;;;;;;;;;
"2012-02-02 00:00:00";11308;;;;;;;;;
"2012-02-16 00:00:00";11229;;;;;;;;;
"2012-03-01 00:00:00";11343;;;;;;;;;
"2012-03-15 00:00:00";10825;;;;;;;;;
"2012-03-29 00:00:00";10830;;;;;;;;;
"2012-04-12 00:00:00";11191;;;;;;;;;
"2012-04-26 00:00:00";10535;;;;;;;;;
"2012-05-10 00:00:00";9820;;;;;;;;;
"2012-05-24 00:00:00";9802;;;;;;;;;
"2012-06-07 00:00:00";10114;;;;;;;;;
"2012-06-21 00:00:00";12253;;;;;;;;;
"2012-07-05 00:00:00";10178;;;;;;;;;
"2012-07-19 00:00:00";12414;;;;;;;;;
"2012-08-02 00:00:00";10293;;;;;;;;;
"2012-08-16 00:00:00";10831;;;;;;;;;
"2012-08-30 00:00:00";11688;;;;;;;;;
"2012-09-13 00:00:00";7214;;;;;;;;;
"2012-09-27 00:00:00";14158;;;;;;;;;
"2012-10-11 00:00:00";10526;;;;;;;;;
"2012-10-25 00:00:00";18066;;;;;;;;;
"2012-11-08 00:00:00";16034;;;;;;;;;
"2012-11-22 00:00:00";22009;;;;;;;;;
"2012-12-06 00:00:00";17663;;;;;;;;;
"2012-12-20 00:00:00";24427;;2837;;;;;;;
"2013-01-03 00:00:00";24483;;1121;;;;;;;
"2013-01-17 00:00:00";24455;;2843;;;;;;;
"2013-01-31 00:00:00";28488;;2051;1;;;;;;
"2013-02-14 00:00:00";28576;;2089;;;;;;;
"2013-02-28 00:00:00";28326;;2328;19099;;;;;;
"2013-03-14 00:00:00";28531;;2336;14276;;;;;;
"2013-03-28 00:00:00";27493;;2149;21157;;;;;;
"2013-04-11 00:00:00";27363;;1995;21951;;;;;;
"2013-04-25 00:00:00";23574;;1844;20352;;;;;;
"2013-05-09 00:00:00";22237;;1196;14173;;;;;;
"2013-05-23 00:00:00";23594;;977;19873;;;;;;
"2013-06-06 00:00:00";20911;;653;17653;;;;;;
"2013-06-20 00:00:00";33522;;5165;19642;;;;;;
"2013-07-04 00:00:00";29345;;2977;15314;;;;;;
"2013-07-18 00:00:00";33568;;5249;15696;;;;;;
"2013-08-01 00:00:00";34321;;2326;14635;;;;;;
"2013-08-15 00:00:00";30332;;1671;13482;;;;;;
"2013-08-29 00:00:00";47243;;2802;18941;;;;;;
"2013-09-12 00:00:00";41788;;2440;19031;;;;;;
"2013-09-26 00:00:00";37428;;3962;16381;;;;;;
"2013-10-10 00:00:00";33491;;2607;15150;;;;;;
"2013-10-24 00:00:00";38574;;5861;18459;;;;;;
"2013-11-07 00:00:00";36404;;2555;16484;;;;;;
"2013-11-21 00:00:00";53559;;7102;18548;;;;;;
"2013-12-05 00:00:00";43577;39862;3972;18224;;;;;;
"2013-12-19 00:00:00";57327;45548;7218;18288;;;;;;
"2014-01-02 00:00:00";57391;42567;5543;16747;;;;;;
"2014-01-16 00:00:00";50813;39691;3825;17071;;;;;;
"2014-01-30 00:00:00";53387;40857;3335;21464;;;;;;
"2014-02-13 00:00:00";53843;41101;3072;20640;;;;;;
"2014-02-27 00:00:00";48190;35993;3089;21214;;;;;;
"2014-03-13 00:00:00";45652;36106;2973;19353;;;;;;
"2014-03-27 00:00:00";48674;36653;6081;26848;;;;;;
"2014-04-10 00:00:00";46714;34893;4420;27165;;;;;;
"2014-04-24 00:00:00";48759;37064;7440;20543;;;;;;
"2014-05-08 00:00:00";47832;32385;6911;17295;;;;;;
"2014-05-22 00:00:00";68101;31586;12269;19939;;;;;;
"2014-06-05 00:00:00";44784;32258;5618;17985;;;;;;
"2014-06-19 00:00:00";68473;30847;12506;31766;;;;;;
"2014-07-03 00:00:00";53531;29024;8354;16183;;;;;;
"2014-07-17 00:00:00";51216;29273;7773;31766;;;;;;
"2014-07-31 00:00:00";51503;26801;9470;28233;;;;;;
"2014-08-14 00:00:00";51733;26096;9566;28323;;;;;;
"2014-08-28 00:00:00";52741;26024;9348;26148;;;;;;
"2014-09-11 00:00:00";52826;26024;9095;26937;;;;;;
"2014-09-25 00:00:00";55207;21869;11975;34785;;;;;;
"2014-10-09 00:00:00";51190;19586;10187;24013;;;;;;
"2014-10-23 00:00:00";60734;28241;18306;35145;;;;;;
"2014-11-06 00:00:00";51401;28301;10833;26197;;;;;;
"2014-11-20 00:00:00";61574;29338;21649;32827;;;;;;
"2014-12-04 00:00:00";55567;28651;13928;28797;;;;;;
"2014-12-18 00:00:00";66599;29462;22489;29774;;;;;;
"2015-01-01 00:00:00";73750;29472;20343;28400;;;;;;
"2015-01-15 00:00:00";64657;25625;12917;28440;;;;;;
"2015-01-29 00:00:00";67527;29001;12697;28376;;;;;;
"2015-02-12 00:00:00";66942;28760;12270;28558;;;;;;
"2015-02-26 00:00:00";65458;29190;11922;42816;;;;;;
"2015-03-12 00:00:00";58204;;;;;;;;;
"2015-03-26 00:00:00";59154;25784;11845;40497;;;;;;
"2015-04-09 00:00:00";59028;13963;10155;31173;;;;;;
"2015-04-23 00:00:00";52820;13492;11531;33459;;;;;;
"2015-05-07 00:00:00";52290;12445;17057;38289;;;;;;
"2015-05-21 00:00:00";51156;11126;16406;35582;1;;;;;
"2015-06-04 00:00:00";47951;21239;15329;27691;3;;;;;
"2015-06-18 00:00:00";51577;17682;21936;29153;5;;;;;
"2015-07-02 00:00:00";48495;15513;13997;31810;3;;;;;
"2015-07-16 00:00:00";50654;15586;13724;28001;3;;;;;
"2015-07-30 00:00:00";58194;14752;15531;50020;;;1;;;
"2015-08-13 00:00:00";52330;23984;14713;45083;1;;;;;
"2015-08-27 00:00:00";52668;18599;16108;35219;1;;1;;;
"2015-09-10 00:00:00";50010;13017;14953;38904;;;;;;
"2015-09-24 00:00:00";48355;12305;16122;48952;4;;;;;
"2015-10-08 00:00:00";49205;10462;16963;45070;13;;;;;
"2015-10-22 00:00:00";50740;10254;17192;41295;15;;;;;
"2015-11-05 00:00:00";48941;9186;17555;34399;17;;;;;
"2015-11-19 00:00:00";60907;7883;23667;35203;9644;;;;;
"2015-12-03 00:00:00";56453;17740;20272;58502;11185;;;;;
"2015-12-17 00:00:00";65372;16678;30421;48207;17999;;;;;
"2015-12-31 00:00:00";69888;16432;33215;43891;20112;;;;;
"2016-01-14 00:00:00";67180;15201;24866;46942;15253;;;;;
"2016-01-28 00:00:00";66349;14787;24329;50177;16094;17;;;;
"2016-02-11 00:00:00";64738;13654;20053;49856;15735;22;;;;
"2016-02-25 00:00:00";60757;13401;17900;66357;11914;44;;;;
"2016-03-10 00:00:00";57874;11379;16963;55686;8585;127;;;;
"2016-03-24 00:00:00";56562;10969;16616;49594;10552;65;13;;;
"2016-04-07 00:00:00";59069;11015;15457;45582;29128;49;13;;;
"2016-04-21 00:00:00";58486;12540;17683;47194;11686;35;33;;;
"2016-05-05 00:00:00";55666;13343;17213;39188;14522;49;3;;;
"2016-05-19 00:00:00";54028;10069;18979;43003;12782;38;52;;;
"2016-06-02 00:00:00";54203;25449;16305;39150;14936;17336;41041;;;
"2016-06-16 00:00:00";59819;28077;19399;41932;15357;18095;22832;;;
"2016-06-30 00:00:00";59522;17918;20851;61553;16059;17939;15750;;;
"2016-07-14 00:00:00";52204;13236;17539;41052;12347;23544;14227;;;
"2016-07-28 00:00:00";53325;10474;17655;39341;39536;23462;11363;;;
"2016-08-11 00:00:00";55445;9087;17435;46307;19129;42390;10007;;;
"2016-08-25 00:00:00";56748;8829;18052;42545;18953;27666;10020;;;
"2016-09-08 00:00:00";53266;8704;18506;36103;18114;23115;11049;;;
"2016-09-22 00:00:00";51015;8582;19399;33506;19372;22948;10234;;;
"2016-10-06 00:00:00";49925;8846;20584;33151;19493;20888;9680;;;
"2016-10-20 00:00:00";50736;8331;19840;34053;15659;29159;8274;;;
"2016-11-03 00:00:00";54210;9394;19194;68738;41938;27517;9230;;;
"2016-11-17 00:00:00";56678;9274;25981;51260;30834;29617;9232;;;
"2016-12-01 00:00:00";57464;9187;25104;48781;29647;28799;9294;;;
"2016-12-15 00:00:00";57958;14238;30241;56899;29045;42799;13781;;;
"2016-12-29 00:00:00";68017;12909;31395;52496;34504;27218;13121;;;
"2017-01-12 00:00:00";65491;11399;27533;47134;31686;31948;13125;;;
"2017-01-26 00:00:00";62069;9731;25565;44934;65010;20973;12246;;;
"2017-02-09 00:00:00";59986;9237;23690;45355;54908;23164;11708;;;
"2017-02-23 00:00:00";58487;8928;21412;47582;45103;16804;12512;;;
"2017-03-09 00:00:00";57102;8775;21193;42792;46984;19757;12577;;;
"2017-03-23 00:00:00";55995;8109;19520;69525;47655;15178;14439;;;
"2017-04-06 00:00:00";54309;6587;21712;48048;45283;16952;13973;;;
"2017-04-20 00:00:00";59032;6427;24607;42523;43843;13095;13915;;;
"2017-05-04 00:00:00";57272;6269;41266;47793;42961;19439;14451;;;
"2017-05-18 00:00:00";53355;6826;31115;40751;44112;20141;13884;;;
"2017-06-01 00:00:00";54396;9381;24113;41469;43245;20834;17258;;;
"2017-06-15 00:00:00";53428;7913;28020;35417;39512;22790;20239;;;
"2017-06-29 00:00:00";53019;6626;30916;51538;40925;16909;16570;;;
"2017-07-13 00:00:00";51843;5724;29009;57455;47328;15385;15814;;;
"2017-07-27 00:00:00";51790;5270;24680;58314;46276;27384;14506;;;
"2017-08-10 00:00:00";52733;4698;26331;55885;52824;18303;15518;22;;
"2017-08-24 00:00:00";53506;4796;27600;57713;73864;18069;15308;26;;
"2017-09-07 00:00:00";51998;4696;26971;58542;70963;38984;16233;16;;
"2017-09-21 00:00:00";50404;4361;24793;58656;62385;26421;20256;11;;
"2017-10-05 00:00:00";50290;4562;25732;121862;60052;23487;17380;19;;
"2017-10-19 00:00:00";52390;4876;32459;117701;55693;36475;18845;14;;
"2017-11-02 00:00:00";52898;4882;29703;103321;53742;27840;19060;10;;
"2017-11-16 00:00:00";51930;4693;36148;87687;99655;23757;19270;14;;
"2017-11-30 00:00:00";52715;4775;40967;71820;100845;22249;19670;7;;
"2017-12-14 00:00:00";49738;4524;48356;76774;95518;21255;18610;2;;
"2017-12-28 00:00:00";60163;4864;46235;72619;109318;26861;20693;13;;
"2018-01-11 00:00:00";58800;4443;43007;68961;107452;34312;20965;15;;
"2018-01-25 00:00:00";54950;4434;36048;69137;99612;25612;20263;3;;
"2018-02-08 00:00:00";52625;4314;34098;83499;125454;33727;21279;2;;
"2018-02-22 00:00:00";50801;4087;31285;71897;176784;27138;20479;26403;;
"2018-03-08 00:00:00";50157;4291;29226;82253;178953;22482;37265;73316;;
"2018-03-22 00:00:00";47979;4081;28031;74795;144311;21917;25722;49788;;
"2018-04-05 00:00:00";46703;3940;24753;75991;125070;22578;25917;24375;;
"2018-04-19 00:00:00";46971;4510;25864;86073;122786;21519;24108;14981;;
"2018-05-03 00:00:00";47709;4529;24959;68566;115247;20949;21380;9460;;
"2018-05-17 00:00:00";46335;6627;39420;73829;142308;36756;25313;8169;;
"2018-05-31 00:00:00";45397;4938;29707;62111;143183;34350;22222;13577;;
"2018-06-14 00:00:00";52399;5766;32567;129367;110746;36366;22238;9233;;
"2018-06-28 00:00:00";52636;3700;30514;101510;107758;48024;24013;11629;;
"2018-07-12 00:00:00";49278;3390;30414;109684;117024;32099;23338;7819;;
"2018-07-26 00:00:00";47092;2813;24839;118400;104660;36326;22147;5628;;
"2018-08-09 00:00:00";46429;2972;31149;97408;135451;35023;21435;3806;;
"2018-08-23 00:00:00";48330;3298;31163;100257;131179;31606;22314;17077;;
"2018-09-06 00:00:00";42982;3776;30769;81576;143730;37448;24780;7415;;
"2018-09-20 00:00:00";44283;4476;40673;82043;128742;63715;23975;5538;;
"2018-10-04 00:00:00";44407;3637;34943;100145;123540;35024;23006;5168;;
"2018-10-18 00:00:00";45681;3322;33796;89371;123993;51292;24535;5854;;
"2018-11-01 00:00:00";49029;12881;33684;132201;98551;41021;23875;7053;;
"2018-11-15 00:00:00";49712;11024;34217;106385;115938;29533;24554;6978;;
"2018-11-29 00:00:00";48125;7635;47615;80637;121731;29620;24221;6449;;
"2018-12-13 00:00:00";44790;29427;39785;89029;116734;29839;23218;6849;;
"2018-12-27 00:00:00";52432;14415;42942;80301;137631;38871;25153;8692;;
"2019-01-10 00:00:00";53633;11656;40606;82266;127994;41529;27433;6852;;
"2019-01-24 00:00:00";51408;10648;36544;79181;137626;37503;26800;9115;;
"2019-02-07 00:00:00";49121;8733;41185;73112;136018;33625;29256;7563;;
"2019-02-21 00:00:00";47786;8927;33754;86662;119952;25249;46806;6949;;
"2019-03-07 00:00:00";48028;9557;30695;115799;135746;27328;36909;14225;;
"2019-03-21 00:00:00";48328;9709;37532;94533;125685;25722;30634;6254;;
"2019-04-04 00:00:00";48291;13138;30549;108018;125421;34116;27043;4735;;
"2019-04-18 00:00:00";46552;12358;29101;93127;113107;26439;23619;4097;;
"2019-05-02 00:00:00";47137;12408;29887;79933;109311;34199;23253;4253;;
"2019-05-16 00:00:00";43738;15258;32586;97375;115531;75655;22542;6423;;
"2019-05-30 00:00:00";44496;15116;28131;74404;134534;27665;26106;5328;;
"2019-06-13 00:00:00";45616;14730;29647;74581;140445;41415;25087;5300;;
"2019-06-27 00:00:00";47984;18681;34666;100520;128935;28987;24031;5065;;
"2019-07-11 00:00:00";44737;18878;32054;89771;120138;28750;24698;4268;;
"2019-07-25 00:00:00";41891;17215;32390;86699;107710;26671;23400;8834;;
"2019-08-08 00:00:00";41687;18238;27771;77060;115973;27363;24876;14808;;
"2019-08-22 00:00:00";42057;15695;24924;96262;139650;29815;24646;8970;;
"2019-09-05 00:00:00";40764;16040;31649;74071;148620;39604;26059;5459;;
"2019-09-19 00:00:00";41183;17035;33516;60264;142341;49368;25934;3881;226651;
"2019-10-03 00:00:00";39520;16873;34068;61410;118948;35640;25978;3117;292513;
"2019-10-17 00:00:00";38775;18606;33599;59155;127276;41056;29581;4554;233397;
"2019-10-31 00:00:00";41039;16392;36205;88306;118937;52981;27401;4049;196352;
"2019-11-14 00:00:00";41312;15991;34063;87874;125817;35523;27610;9314;152650;
"2019-11-28 00:00:00";41026;22421;46034;65028;140398;38364;27182;5989;138602;
"2019-12-12 00:00:00";41373;21766;45359;84181;129183;32641;25539;4299;137368;
"2019-12-26 00:00:00";48044;25805;43860;61586;140199;44986;28463;4875;117560;
"2020-01-09 00:00:00";49034;24700;36362;58405;151916;31400;29841;4040;97568;
"2020-01-23 00:00:00";46493;24067;38042;52587;160055;41804;30409;7264;81405;
"2020-02-06 00:00:00";44214;40683;41629;70814;160654;35804;30477;5343;92839;
"2020-02-20 00:00:00";44201;28916;36170;63720;180463;39124;46272;4779;93069;
"2020-03-05 00:00:00";50354;24384;37113;81373;196352;51327;36549;4841;119116;
"2020-03-19 00:00:00";62127;25233;52737;88789;199307;51003;32705;8612;109794;
"2020-04-02 00:00:00";60015;28527;61081;94277;194477;48505;29876;8262;95985;
"2020-04-16 00:00:00";57543;27461;48097;77679;165846;58704;29548;6840;101389;
"2020-04-30 00:00:00";52829;25866;43527;76418;146761;58514;29499;8037;76972;
"2020-05-14 00:00:00";45426;35466;33966;74706;122190;52505;32067;5962;67405;
"2020-05-28 00:00:00";41840;24313;38896;64886;118736;50597;32707;7452;214725;
"2020-06-11 00:00:00";42708;22478;32887;81933;126901;77341;28480;7344;166053;
"2020-06-25 00:00:00";42795;23087;37381;57480;122813;67162;31168;7908;122873;
"2020-07-09 00:00:00";41447;24112;33178;58806;121453;61554;32469;6489;102633;
"2020-07-23 00:00:00";40319;22522;33607;155004;132047;56896;32966;7382;88195;
"2020-08-06 00:00:00";39708;22022;27338;75907;102217;56051;30353;4739;122571;
"2020-08-20 00:00:00";41561;24456;34063;122707;108151;59056;31678;5987;75951;
"2020-09-03 00:00:00";38146;37016;30105;90945;163904;76375;28513;6488;98491;
"2020-09-17 00:00:00";38323;34931;31698;82656;137990;62312;32221;4418;71281;
"2020-10-01 00:00:00";38130;30900;42591;70117;115637;49191;32306;3806;94557;
"2020-10-15 00:00:00";39253;29922;37853;64655;107700;62005;37277;6890;70217;
"2020-10-29 00:00:00";41508;33119;42807;66763;95653;77590;35852;10926;242284;
"2020-11-12 00:00:00";39874;34112;36512;68633;95794;49506;38896;8947;198676;
"2020-11-26 00:00:00";39075;38424;44958;56947;124380;54690;37899;8811;141667;
"2020-12-10 00:00:00";38696;34293;52193;70305;114688;46604;33419;5449;110318;
"2020-12-24 00:00:00";43065;45878;53960;56506;118070;51150;36265;8791;82321;
"2021-01-07 00:00:00";45281;43184;46138;52628;124027;53707;37366;8780;71574;
"2021-01-21 00:00:00";47000;40063;45072;60158;124281;47636;38806;9442;60876;
"2021-02-04 00:00:00";46134;35809;51970;56770;113595;52464;38333;6971;132255;
"2021-02-18 00:00:00";43656;38951;41690;61032;112152;49349;37564;6000;94136;
"2021-03-04 00:00:00";42940;34014;39523;62100;171738;49490;42029;9570;80250;
"2021-03-18 00:00:00";42021;34329;47214;83309;201053;56716;37739;9100;87492;
"2021-04-01 00:00:00";41855;33008;60084;74967;142501;55608;39148;5655;69907;
"2021-04-15 00:00:00";41040;35031;46676;79772;123995;53736;39042;30369;95331;
"2021-04-29 00:00:00";41224;35010;45867;77804;109460;61116;39819;22043;157679;
"2021-05-13 00:00:00";40632;35652;48792;70710;102794;88001;44961;12225;187599;
"2021-05-27 00:00:00";37797;36121;38879;69834;90705;58452;40600;16736;108572;
"2021-06-10 00:00:00";36857;30966;41636;62740;100732;94855;38923;12615;88772;
"2021-06-24 00:00:00";39656;30101;40251;76137;90538;105093;37358;9009;116526;
"2021-07-08 00:00:00";38943;32219;42747;189837;89930;91887;36236;7520;85808;
"2021-07-22 00:00:00";38702;35488;37687;73492;93643;78792;38390;7455;63601;
"2021-08-05 00:00:00";39268;34435;38325;73460;80698;67206;40095;5634;71787;
"2021-08-19 00:00:00";41842;35199;37039;74450;83264;74014;40192;5307;178241;
"2021-09-02 00:00:00";39256;34755;43932;82996;111638;78442;40881;4789;141204;
"2021-09-16 00:00:00";38775;35038;41834;75379;102233;82672;49724;5605;127777;
