"DateTime";"The Elder Scrolls V: Skyrim";"KHOLAT";"ARK: Survival Evolved";"Kathy Rain";"Dying Light 2";"Monster Hunter: World";"HITMAN™ 2";"Destiny 2";"Yu-Gi-Oh!  Master Duel";"Call of Duty®: Modern Warfare® II | Warzone™ 2.0"
"2016-09-08 00:00:00";38128;55;67442;9;;;;;;
"2016-09-22 00:00:00";38051;43;61544;7;;;;;;
"2016-10-06 00:00:00";39914;53;55950;9;;;;;;
"2016-10-20 00:00:00";48727;56;54536;19;;;;;;
"2016-11-03 00:00:00";54307;36;52444;128;;;;;;
"2016-11-17 00:00:00";49201;40;54921;48;;;;;;
"2016-12-01 00:00:00";44420;49;53208;35;;;;;;
"2016-12-15 00:00:00";38323;63;65153;38;;;;;;
"2016-12-29 00:00:00";36916;47;77091;35;;;;;;
"2017-01-12 00:00:00";35541;34;73861;22;;;;;;
"2017-01-26 00:00:00";34595;35;100647;18;;;;;;
"2017-02-09 00:00:00";33868;50;90958;16;;;;;;
"2017-02-23 00:00:00";31753;46;75038;19;;;;;;
"2017-03-09 00:00:00";31630;24;71170;13;;;;;;
"2017-03-23 00:00:00";29462;25;73719;12;;;;;;
"2017-04-06 00:00:00";26675;21;69877;55;;;;;;
"2017-04-20 00:00:00";28240;91;63948;22;;;;;;
"2017-05-04 00:00:00";27827;35;66942;22;;;;;;
"2017-05-18 00:00:00";26275;25;60160;17;;;;;;
"2017-06-01 00:00:00";27644;25;76642;20;;;;;;
"2017-06-15 00:00:00";26203;22;76052;59;;;;;;
"2017-06-29 00:00:00";26127;25;72676;67;;;;;;
"2017-07-13 00:00:00";26770;17;64509;31;;;;;;
"2017-07-27 00:00:00";26452;19;55144;25;;;;;;
"2017-08-10 00:00:00";26224;25;54508;23;28;6;;;;
"2017-08-24 00:00:00";26388;20;77158;17;25;7;;;;
"2017-09-07 00:00:00";26495;53;78460;15;27;6;;;;
"2017-09-21 00:00:00";24385;39;71028;38;24;9;;;;
"2017-10-05 00:00:00";25407;23;66564;23;25;9;;;;
"2017-10-19 00:00:00";23677;29;63146;25;27;9;;;;
"2017-11-02 00:00:00";23518;29;63504;22;28;10;;;;
"2017-11-16 00:00:00";23649;31;56937;49;26;5;;;;
"2017-11-30 00:00:00";25034;24;55409;26;31;6;;;;
"2017-12-14 00:00:00";23385;27;84576;34;29;7;;;;
"2017-12-28 00:00:00";25289;28;86640;36;34;5;;;;
"2018-01-11 00:00:00";25507;21;79820;19;34;6;;;;
"2018-01-25 00:00:00";24482;22;69458;18;30;7;;;;
"2018-02-08 00:00:00";23442;20;70409;33;34;11;;;;
"2018-02-22 00:00:00";22033;20;71470;33;;;;;;
"2018-03-08 00:00:00";22426;20;61881;51;;;;;;
"2018-03-22 00:00:00";21480;27;64250;66;;;;;;
"2018-04-05 00:00:00";21665;17;58222;35;;;;;;
"2018-04-19 00:00:00";20711;21;53934;31;;;;;;
"2018-05-03 00:00:00";20077;24;50113;44;;;;;;
"2018-05-17 00:00:00";19822;23;49894;24;;;;;;
"2018-05-31 00:00:00";19744;21;52664;34;;;;;;
"2018-06-14 00:00:00";20821;20;79592;39;;;;;;
"2018-06-28 00:00:00";18536;19;70977;34;;;;;;
"2018-07-12 00:00:00";19014;17;64298;20;;;;;;
"2018-07-26 00:00:00";17960;16;55482;18;;;;;;
"2018-08-09 00:00:00";17135;12;48660;18;;334684;;;;
"2018-08-23 00:00:00";17141;14;47490;17;;279116;;;;
"2018-09-06 00:00:00";16443;12;44946;20;;213778;;;;
"2018-09-20 00:00:00";17627;14;49264;14;;132048;;;;
"2018-10-04 00:00:00";18803;12;48109;16;;122588;;;;
"2018-10-18 00:00:00";18021;16;49069;18;;75560;;;;
"2018-11-01 00:00:00";17611;13;106478;14;;122565;13166;;;
"2018-11-15 00:00:00";17323;17;96814;30;;70379;11731;;;
"2018-11-29 00:00:00";16983;15;76523;111;;79051;6695;;;
"2018-12-13 00:00:00";16713;19;62547;25;;93807;361001;;;
"2018-12-27 00:00:00";18220;19;60742;29;;97343;11383;;;
"2019-01-10 00:00:00";18744;20;56282;23;;68826;3832;;;
"2019-01-24 00:00:00";19348;272019;53352;35;;94397;3355;;;
"2019-02-07 00:00:00";16692;2599;52889;34;;62495;3664;;;
"2019-02-21 00:00:00";16164;905;47921;33;;46045;4189;;;
"2019-03-07 00:00:00";16308;608;56428;19;;38254;4810;;;
"2019-03-21 00:00:00";15937;756;52236;17;;33718;3170;;;
"2019-04-04 00:00:00";16525;891;51539;32;;38070;3056;;;
"2019-04-18 00:00:00";15339;977;55112;47;;51942;2119;;;
"2019-05-02 00:00:00";15841;1174;56351;348015;;59550;14795;;;
"2019-05-16 00:00:00";15466;1057;51625;2144;;52765;32042;;;
"2019-05-30 00:00:00";15119;712;51513;1199;;45036;3058;;;
"2019-06-13 00:00:00";14834;2068;83581;9373;;41827;3439;;;
"2019-06-27 00:00:00";12492;669;75831;2960;;72684;6695;;;
"2019-07-11 00:00:00";13126;607;72833;838;;74119;5295;;;
"2019-07-25 00:00:00";12505;179;61890;374;;91108;3161;;;
"2019-08-08 00:00:00";13433;202;70151;172;;70782;2985;;;
"2019-08-22 00:00:00";12981;575;62154;452;;70454;2366;;;
"2019-09-05 00:00:00";12781;219;57083;148;;83542;2511;;;
"2019-09-19 00:00:00";11808;270;54074;118;;98197;3831;226651;;
"2019-10-03 00:00:00";12410;328;54153;180;;67785;3380;292513;;
"2019-10-17 00:00:00";12330;668;51737;396;;74824;3113;233397;;
"2019-10-31 00:00:00";12309;610;62947;339;;60716;4012;196352;;
"2019-11-14 00:00:00";12678;134;57873;94;;44546;2841;152650;;
"2019-11-28 00:00:00";12192;178;58906;597;;67802;4838;138602;;
"2019-12-12 00:00:00";12101;635;62429;1028;;58863;3887;137368;;
"2019-12-26 00:00:00";14332;263;69535;467;;72595;4418;117560;;
"2020-01-09 00:00:00";14229;212;70449;167;;284524;3118;97568;;
"2020-01-23 00:00:00";13470;535;76691;332;;227398;3671;81405;;
"2020-02-06 00:00:00";13721;182;79664;263;;222799;6620;92839;;
"2020-02-20 00:00:00";12958;217;153947;354;;166220;3919;93069;;
"2020-03-05 00:00:00";14219;241;157400;360;;149477;3216;119116;;
"2020-03-19 00:00:00";16788;470;123048;286;;219730;2935;109794;;
"2020-04-02 00:00:00";16088;299;125852;299;;150258;11531;95985;;
"2020-04-16 00:00:00";15924;413;123974;335;;135041;6322;101389;;
"2020-04-30 00:00:00";14774;291;101708;231;;107426;4190;76972;;
"2020-05-14 00:00:00";13117;603;83798;141;;75581;3295;67405;;
"2020-05-28 00:00:00";12658;409;73024;267;;54589;2583;214725;;
"2020-06-11 00:00:00";12100;1522;98500;1152;;44607;3273;166053;;
"2020-06-25 00:00:00";10804;609;93009;487;;69637;4842;122873;;
"2020-07-09 00:00:00";10820;681;85118;319;;144376;3922;102633;;
"2020-07-23 00:00:00";10930;201;74271;148;;87716;9495;88195;;
"2020-08-06 00:00:00";10605;440;67248;486;;74289;2563;122571;;
"2020-08-20 00:00:00";10802;318;75552;243;;57887;3078;75951;;
"2020-09-03 00:00:00";10121;508;73168;394;;62787;2863;98491;;
"2020-09-17 00:00:00";10346;388;66109;195;;52034;4805;71281;;
"2020-10-01 00:00:00";10150;477;63457;272;;123163;3315;94557;;
"2020-10-15 00:00:00";10082;369;68503;195;;103238;2532;70217;;
"2020-10-29 00:00:00";10447;266;98941;101;;58175;2716;242284;;
"2020-11-12 00:00:00";10641;235;88359;180;;44668;2379;198676;;
"2020-11-26 00:00:00";9598;409;84927;272;;56350;5025;141667;;
"2020-12-10 00:00:00";9482;246;80353;149;;44324;2512;110318;;
"2020-12-24 00:00:00";10083;400;92387;219;;55130;4716;82321;;
"2021-01-07 00:00:00";10092;128;89545;96;;56758;4222;71574;;
"2021-01-21 00:00:00";10545;101;88544;47;;50305;5456;60876;;
"2021-02-04 00:00:00";10654;134;98978;93;;42333;4439;132255;;
"2021-02-18 00:00:00";9770;139;85564;97;;42693;3191;94136;;
"2021-03-04 00:00:00";9696;158;76737;99;;40499;2623;80250;;
"2021-03-18 00:00:00";9600;125;75594;37;;38304;2126;87492;;
"2021-04-01 00:00:00";9023;137;73749;83;;40668;1905;69907;;
"2021-04-15 00:00:00";8720;87;69454;83;;47859;1723;95331;;
"2021-04-29 00:00:00";8597;80;66145;89;;40474;1635;157679;;
"2021-05-13 00:00:00";7920;135;68327;24;;36202;1632;187599;;
"2021-05-27 00:00:00";7236;80;147640;182;;37212;1628;108572;;
"2021-06-10 00:00:00";6818;325;126405;217;;31216;1507;88772;;
"2021-06-24 00:00:00";7208;947;95895;932;;36081;3693;116526;;
"2021-07-08 00:00:00";7632;236;87671;63;;34770;3196;85808;;
"2021-07-22 00:00:00";7638;80;74091;70;;30366;10046;63601;;
"2021-08-05 00:00:00";7984;50;73057;79;;36205;4220;71787;;
"2021-08-19 00:00:00";8336;55;68939;36;;38769;2774;178241;;
"2021-09-02 00:00:00";7705;66;62651;95;;32026;2493;141204;;
"2021-09-16 00:00:00";7794;81;66090;65;;29106;2452;127777;;
"2021-09-30 00:00:00";7364;42;60773;60;;32784;8345;128632;;
"2021-10-14 00:00:00";6948;94;57491;39;;27419;3095;101890;;
"2021-10-28 00:00:00";7487;214;69471;202;;27253;6010;78610;;
"2021-11-11 00:00:00";8354;545;61654;1721;;25052;3572;64379;;
"2021-11-25 00:00:00";7992;522;67789;519;;27632;3037;155470;;
"2021-12-09 00:00:00";7646;274;92245;184;;27649;2188;107821;;
"2021-12-23 00:00:00";7644;382;96650;4272;;30490;3191;80579;;
"2022-01-06 00:00:00";7549;357;92835;228;;31132;2580;78867;159158;
"2022-01-20 00:00:00";7645;41;89362;16;;29592;2985;72423;262689;
"2022-02-03 00:00:00";6851;19;86443;14;274983;27185;2539;86926;153142;
"2022-02-17 00:00:00";6321;1516;71625;1371;82318;24187;1856;290112;193152;
"2022-03-03 00:00:00";5973;301;60576;166;30333;23192;1555;229217;89359;
"2022-03-17 00:00:00";5907;39;61507;22;17282;33413;1538;109705;119858;
"2022-03-31 00:00:00";5940;321;65592;272;11954;27524;1712;88334;86268;
"2022-04-14 00:00:00";5811;34;83317;45;7811;27537;2401;76968;65351;
"2022-04-28 00:00:00";5613;261;76101;158;12891;33375;1729;94265;102141;
"2022-05-12 00:00:00";5411;252;68269;189;9687;32109;2101;180392;87893;
"2022-05-26 00:00:00";5744;102;66630;13;6557;27360;1677;161401;44783;
"2022-06-09 00:00:00";5512;281;248405;2933;7006;33205;1409;98735;61244;
"2022-06-23 00:00:00";5110;182;180530;618;10489;32625;1812;87236;36019;
"2022-07-07 00:00:00";5003;326;137437;184;9374;32523;1635;103075;66722;
"2022-07-21 00:00:00";5019;36;111282;14;7768;27541;1787;78960;39119;
"2022-08-04 00:00:00";5104;1188;96440;889;5879;29435;1430;72463;53297;
"2022-08-18 00:00:00";5168;202;82763;138;9313;28363;3073;193209;33837;
"2022-09-01 00:00:00";4947;340;77197;226;10112;24237;2734;149576;46367;
"2022-09-15 00:00:00";5027;95;77995;48;7986;24170;1528;124514;41230;
"2022-09-29 00:00:00";4861;16;76231;13;5673;25438;1354;99565;37536;
"2022-10-13 00:00:00";5061;13;75244;9;4939;20981;1930;103063;36681;94655
"2022-10-27 00:00:00";5180;520;76743;421;5575;19609;1396;66388;24106;263174
"2022-11-10 00:00:00";5374;16;75198;10;12684;22111;1210;52628;31118;196198
