"DateTime";"Terraria";"POSTAL";"Grand Theft Auto V";"Fallout 4";"Life is Strange 2";"Valheim";"Cyberpunk 2077";"ELDEN RING";"Capcom Arcade Stadium";"Lost Ark"
"2013-10-10 00:00:00";68743;;;;;;;;;
"2013-10-24 00:00:00";60203;6;;;;;;;;
"2013-11-07 00:00:00";31464;;;;;;;;;
"2013-11-21 00:00:00";28715;7;;;;;;;;
"2013-12-05 00:00:00";24069;;;;;;;;;
"2013-12-19 00:00:00";24674;6;;;;;;;;
"2014-01-02 00:00:00";22950;;;;;;;;;
"2014-01-16 00:00:00";16705;;;;;;;;;
"2014-01-30 00:00:00";17002;5;;;;;;;;
"2014-02-13 00:00:00";17046;;;;;;;;;
"2014-02-27 00:00:00";14410;6;;;;;;;;
"2014-03-13 00:00:00";12396;;;;;;;;;
"2014-03-27 00:00:00";11923;5;;;;;;;;
"2014-04-10 00:00:00";10875;;;;;;;;;
"2014-04-24 00:00:00";26328;8;;;;;;;;
"2014-05-08 00:00:00";26479;;;;;;;;;
"2014-05-22 00:00:00";32249;16;;;;;;;;
"2014-06-05 00:00:00";15425;;;;;;;;;
"2014-06-19 00:00:00";32208;18;;;;;;;;
"2014-07-03 00:00:00";24149;;;;;;;;;
"2014-07-17 00:00:00";16527;;;;;;;;;
"2014-07-31 00:00:00";14455;7;;;;;;;;
"2014-08-14 00:00:00";14539;;;;;;;;;
"2014-08-28 00:00:00";20721;17;;;;;;;;
"2014-09-11 00:00:00";17680;;;;;;;;;
"2014-09-25 00:00:00";16642;364;;;;;;;;
"2014-10-09 00:00:00";16238;;;;;;;;;
"2014-10-23 00:00:00";22395;126;;;;;;;;
"2014-11-06 00:00:00";15041;;;;;;;;;
"2014-11-20 00:00:00";27255;49;;;;;;;;
"2014-12-04 00:00:00";20216;;;;;;;;;
"2014-12-18 00:00:00";27297;;;;;;;;;
"2015-01-01 00:00:00";26016;69;;;;;;;;
"2015-01-15 00:00:00";19177;;;;;;;;;
"2015-01-29 00:00:00";16831;22;;;;;;;;
"2015-02-12 00:00:00";16974;;;;;;;;;
"2015-02-26 00:00:00";15502;56;;;;;;;;
"2015-03-12 00:00:00";;;;;;;;;;
"2015-03-26 00:00:00";14185;26;360761;;;;;;;
"2015-04-09 00:00:00";13474;17;364544;;;;;;;
"2015-04-23 00:00:00";14345;20;284787;;;;;;;
"2015-05-07 00:00:00";14737;16;178439;;;;;;;
"2015-05-21 00:00:00";15129;57;123107;;;;;;;
"2015-06-04 00:00:00";18475;30;85285;;;;;;;
"2015-06-18 00:00:00";159171;17;68598;;;;;;;
"2015-07-02 00:00:00";149393;18;61067;;;;;;;
"2015-07-16 00:00:00";87761;68;55406;;;;;;;
"2015-07-30 00:00:00";54598;47;50764;;;;;;;
"2015-08-13 00:00:00";41381;20;46615;1;;;;;;
"2015-08-27 00:00:00";35315;19;44628;1;;;;;;
"2015-09-10 00:00:00";31706;15;47429;2;;;;;;
"2015-09-24 00:00:00";29449;63;45682;2;;;;;;
"2015-10-08 00:00:00";27298;45;57907;23;;;;;;
"2015-10-22 00:00:00";28621;18;76970;471955;;;;;;
"2015-11-05 00:00:00";25778;18;73221;471315;;;;;;
"2015-11-19 00:00:00";28809;25;56646;342600;;;;;;
"2015-12-03 00:00:00";30467;47;70249;201352;;;;;;
"2015-12-17 00:00:00";37875;48;84853;128382;;;;;;
"2015-12-31 00:00:00";39512;32;93713;119865;;;;;;
"2016-01-14 00:00:00";32505;33;68437;85510;;;;;;
"2016-01-28 00:00:00";28082;28;67514;65313;;;;;;
"2016-02-11 00:00:00";26563;22;73019;54927;;;;;;
"2016-02-25 00:00:00";26318;19;65647;50701;;;;;;
"2016-03-10 00:00:00";24945;17;60957;53684;;;;;;
"2016-03-24 00:00:00";24412;16;65831;57169;;;;;;
"2016-04-07 00:00:00";25032;15;61806;48783;;;;;;
"2016-04-21 00:00:00";24994;41;55214;42411;;;;;;
"2016-05-05 00:00:00";25062;19;46874;41029;;;;;;
"2016-05-19 00:00:00";30193;94;44638;74234;;;;;;
"2016-06-02 00:00:00";27850;17;78286;45820;;;;;;
"2016-06-16 00:00:00";30486;22;60539;44262;;;;;;
"2016-06-30 00:00:00";33169;116;71859;41501;;;;;;
"2016-07-14 00:00:00";24717;26;64464;37021;;;;;;
"2016-07-28 00:00:00";22925;50;60901;41444;;;;;;
"2016-08-11 00:00:00";21853;20;63746;37291;;;;;;
"2016-08-25 00:00:00";21888;15;61492;49001;;;;;;
"2016-09-08 00:00:00";24504;11;55988;44016;;;;;;
"2016-09-22 00:00:00";23772;23;67954;37199;;;;;;
"2016-10-06 00:00:00";22600;13;78643;34340;;;;;;
"2016-10-20 00:00:00";23878;18;86008;40125;;;;;;
"2016-11-03 00:00:00";24656;13;83047;34068;;;;;;
"2016-11-17 00:00:00";36913;15;86608;40106;;;;;;
"2016-12-01 00:00:00";32577;16;88458;37957;;;;;;
"2016-12-15 00:00:00";30242;14;126819;34678;;;;;;
"2016-12-29 00:00:00";34212;16;117387;41564;;;;;;
"2017-01-12 00:00:00";30467;11;101782;37830;;;;;;
"2017-01-26 00:00:00";26861;18;84418;35299;;;;;;
"2017-02-09 00:00:00";27570;16;101176;34764;;;;;;
"2017-02-23 00:00:00";26970;12;102076;34119;;;;;;
"2017-03-09 00:00:00";26503;167;86835;30924;;;;;;
"2017-03-23 00:00:00";25425;12;97354;27115;;;;;;
"2017-04-06 00:00:00";24288;12;91070;27156;;;;;;
"2017-04-20 00:00:00";31257;14;89658;29052;;;;;;
"2017-05-04 00:00:00";29287;12;84002;28813;;;;;;
"2017-05-18 00:00:00";27465;15;80658;49919;;;;;;
"2017-06-01 00:00:00";27961;14;132106;38369;;;;;;
"2017-06-15 00:00:00";30776;17;115303;36945;;;;;;
"2017-06-29 00:00:00";32000;38;112074;36837;;;;;;
"2017-07-13 00:00:00";30502;21;89811;34046;;;;;;
"2017-07-27 00:00:00";27981;26;80189;31738;;;;;;
"2017-08-10 00:00:00";27129;181;83474;30001;7;;;;;
"2017-08-24 00:00:00";28221;35;121837;32763;8;;;;;
"2017-09-07 00:00:00";27568;24;89120;31837;10;;;;;
"2017-09-21 00:00:00";26934;13;78171;29801;11;;;;;
"2017-10-05 00:00:00";27348;13;72643;31122;17;;;;;
"2017-10-19 00:00:00";29074;18;84442;36183;10;;;;;
"2017-11-02 00:00:00";29252;50;85467;32430;11;;;;;
"2017-11-16 00:00:00";28012;30;82750;33737;9;;;;;
"2017-11-30 00:00:00";28986;17;126152;33547;17;;;;;
"2017-12-14 00:00:00";30923;21;161903;30636;15;;;;;
"2017-12-28 00:00:00";34321;247;170644;37413;8;;;;;
"2018-01-11 00:00:00";31472;628;134467;35160;8;;;;;
"2018-01-25 00:00:00";29531;17;100670;45404;23;;;;;
"2018-02-08 00:00:00";30050;33;94308;38594;16;;;;;
"2018-02-22 00:00:00";29060;228;92524;31877;;;;;;
"2018-03-08 00:00:00";29904;12;84776;29466;;;;;;
"2018-03-22 00:00:00";29545;35;95390;28388;;;;;;
"2018-04-05 00:00:00";30397;109;79226;26324;;;;;;
"2018-04-19 00:00:00";31254;104;70707;25169;;;;;;
"2018-05-03 00:00:00";29427;22;83671;24683;;;;;;
"2018-05-17 00:00:00";30447;72;82861;25726;;;;;;
"2018-05-31 00:00:00";28720;29;75999;37148;;;;;;
"2018-06-14 00:00:00";30013;13;111058;47573;;;;;;
"2018-06-28 00:00:00";31435;17;133186;43476;;;;;;
"2018-07-12 00:00:00";30559;240;162602;37261;;;;;;
"2018-07-26 00:00:00";26282;24;137466;31155;;;;;;
"2018-08-09 00:00:00";24769;13;110958;32335;;;;;;
"2018-08-23 00:00:00";25665;10;93331;30406;;;;;;
"2018-09-06 00:00:00";24791;16;97920;27462;;;;;;
"2018-09-20 00:00:00";25432;32;84695;28344;4407;;;;;
"2018-10-04 00:00:00";25124;8;81844;30493;865;;;;;
"2018-10-18 00:00:00";26158;18;80233;36543;304;;;;;
"2018-11-01 00:00:00";28129;8;81567;33585;200;;;;;
"2018-11-15 00:00:00";26752;25;80452;33469;393;;;;;
"2018-11-29 00:00:00";26971;12;81851;31647;256;;;;;
"2018-12-13 00:00:00";27340;12;106315;25925;371;;;;;
"2018-12-27 00:00:00";38908;12;120817;25257;272;;;;;
"2019-01-10 00:00:00";39469;11;103999;22854;224;;;;;
"2019-01-24 00:00:00";37246;10;92903;21041;5204;;;;;
"2019-02-07 00:00:00";33788;32;120401;20743;582;;;;;
"2019-02-21 00:00:00";30024;17;103019;19042;443;;;;;
"2019-03-07 00:00:00";27811;10;126518;19993;234;;;;;
"2019-03-21 00:00:00";28463;9;109899;19268;210;;;;;
"2019-04-04 00:00:00";35336;8;91679;17846;278;;;;;
"2019-04-18 00:00:00";32830;33;88057;17101;175;;;;;
"2019-05-02 00:00:00";34594;10;107670;17848;4144;;;;;
"2019-05-16 00:00:00";31999;157;108887;19824;827;;;;;
"2019-05-30 00:00:00";31411;10;92609;19207;361;;;;;
"2019-06-13 00:00:00";35266;12;89901;20831;347;;;;;
"2019-06-27 00:00:00";35099;32;135649;20267;413;;;;;
"2019-07-11 00:00:00";34349;13;198011;19870;290;;;;;
"2019-07-25 00:00:00";29549;10;185338;25664;256;;;;;
"2019-08-08 00:00:00";27963;106;164193;23240;281;;;;;
"2019-08-22 00:00:00";27395;8;139569;21409;5545;;;;;
"2019-09-05 00:00:00";27047;10;126593;20241;616;;;;;
"2019-09-19 00:00:00";25787;12;114750;19041;415;;;;;
"2019-10-03 00:00:00";25681;10;117320;19312;405;;;;;
"2019-10-17 00:00:00";26065;16;102700;23362;328;;;;;
"2019-10-31 00:00:00";32061;19;132403;22781;325;;;;;
"2019-11-14 00:00:00";31605;19;138708;20493;337;;;;;
"2019-11-28 00:00:00";58152;14;137347;23739;4711;;;;;
"2019-12-12 00:00:00";54222;412063;184113;20191;1599;;;;;
"2019-12-26 00:00:00";52806;182;204956;23135;1526;;;;;
"2020-01-09 00:00:00";43406;42;177789;22003;910;;;;;
"2020-01-23 00:00:00";42931;28;258534;22195;802;;;;;
"2020-02-06 00:00:00";42026;32;269460;22043;621;;;;;
"2020-02-20 00:00:00";39050;28;228023;21580;1027;;;;;
"2020-03-05 00:00:00";42282;26;183862;22568;725;;;;;
"2020-03-19 00:00:00";53350;21;209493;24431;1013;;;;;
"2020-04-02 00:00:00";72380;31;243940;24356;692;;;;;
"2020-04-16 00:00:00";70500;33;190344;24455;546;;;;;
"2020-04-30 00:00:00";61956;19;171393;23947;804;;;;;
"2020-05-14 00:00:00";489886;181;261658;21938;696;;;;;
"2020-05-28 00:00:00";192132;48;206869;19634;528;;;;;
"2020-06-11 00:00:00";106391;17;147641;18886;464;;;;;
"2020-06-25 00:00:00";68132;18;136351;23204;892;;;;;
"2020-07-09 00:00:00";54640;211;126874;22859;725;;;;;
"2020-07-23 00:00:00";42049;170;120509;21128;634;;;;;
"2020-08-06 00:00:00";36456;18;154677;24224;531;;;;;
"2020-08-20 00:00:00";34868;21;140297;21246;437;;;;;
"2020-09-03 00:00:00";33860;22;126518;19575;367;;;;;
"2020-09-17 00:00:00";32002;20;118123;19843;468717;;;;;
"2020-10-01 00:00:00";37831;22;104655;20597;591;;;;;
"2020-10-15 00:00:00";48807;21;129316;29796;450;;;;;
"2020-10-29 00:00:00";45951;22;124500;26864;475;;;;;
"2020-11-12 00:00:00";43163;18;137120;24917;633;;;;;
"2020-11-26 00:00:00";45245;18;157463;24759;719;;;;;
"2020-12-10 00:00:00";37300;19;258721;19969;454;;1054388;;;
"2020-12-24 00:00:00";46778;22;199275;23939;823;;328832;;;
"2021-01-07 00:00:00";45600;21;170466;22454;582;;149156;;;
"2021-01-21 00:00:00";47140;20;152805;21657;442;18870;80463;;;
"2021-02-04 00:00:00";55215;22;146940;21378;554;392862;47272;;;
"2021-02-18 00:00:00";52474;22;145858;20454;448;502387;29731;;;
"2021-03-04 00:00:00";45287;21;146218;19826;507;408177;22965;;;
"2021-03-18 00:00:00";42133;17;183304;21011;1195;258362;19517;;;
"2021-04-01 00:00:00";45057;24;178194;19421;793;159452;25430;;;
"2021-04-15 00:00:00";38839;19;156793;19848;557;108528;19642;;;
"2021-04-29 00:00:00";39291;20;141929;19517;450;80780;17908;;;
"2021-05-13 00:00:00";55363;24;140328;21272;472;61074;16122;;642;
"2021-05-27 00:00:00";53904;152;157667;18273;503;42409;15499;;240;
"2021-06-10 00:00:00";42452;26;155083;18285;380;35181;13602;;86;15774
"2021-06-24 00:00:00";42535;20;144440;20269;621;33639;17146;;58;
"2021-07-08 00:00:00";40917;22;213580;20312;524;30662;15797;;41;
"2021-07-22 00:00:00";37010;21;219112;19991;445;28321;13609;;45;
"2021-08-05 00:00:00";38900;19;207408;28015;471;29783;13746;;27;
"2021-08-19 00:00:00";42537;20;171285;34339;406;29941;21543;;26;
"2021-09-02 00:00:00";39759;22;147038;26935;630;28265;19772;;27;
"2021-09-16 00:00:00";45895;22;151408;24426;576;110443;16804;;454;
"2021-09-30 00:00:00";46611;20;127985;22223;453;61516;13614;;23;
"2021-10-14 00:00:00";46825;37;132328;32733;336;43168;14966;;58;
"2021-10-28 00:00:00";63502;42;136657;28884;399;33458;16250;;57;
"2021-11-11 00:00:00";77579;40;133282;25229;338;30754;14030;;31;
"2021-11-25 00:00:00";84904;213;137450;24057;452;37164;29234;;488791;
"2021-12-09 00:00:00";64790;27;174663;22014;328;33581;30304;;1242;
"2021-12-23 00:00:00";59663;24;164218;24866;529;55904;27631;;320;
"2022-01-06 00:00:00";59468;26;155722;24968;449;54196;25232;;774;
"2022-01-20 00:00:00";59635;35;150941;24768;426;50805;20266;;41;
"2022-02-03 00:00:00";57254;36;155135;23963;383;55169;34255;;36;1325305
"2022-02-17 00:00:00";46514;33;146473;21734;307;41880;59061;891638;34;1174722
"2022-03-03 00:00:00";44948;25;140886;21572;290;43572;35109;953426;49;908335
"2022-03-17 00:00:00";45090;26;147585;21708;360;38574;24658;712336;47;537588
"2022-03-31 00:00:00";44990;28;153902;21733;294;36634;21786;457182;36;426706
"2022-04-14 00:00:00";41648;55;139097;20267;269;32042;23181;282119;37;572602
"2022-04-28 00:00:00";42457;46;139814;20045;272;34676;24102;193468;43;637078
"2022-05-12 00:00:00";43356;44;130099;20679;292;33177;16069;128222;32;673024
"2022-05-26 00:00:00";45041;44;127626;20289;300;29323;14104;101265;34;837419
"2022-06-09 00:00:00";44864;55;133619;20619;256;26062;16925;77475;38307;885968
"2022-06-23 00:00:00";50902;126;130512;22634;313;27534;19577;60338;20343;360567
"2022-07-07 00:00:00";50256;57;137921;23599;310;28015;19397;51228;1662;313083
"2022-07-21 00:00:00";43756;43;197912;23811;277;25683;15940;49352;354;352852
"2022-08-04 00:00:00";41683;33;196395;23406;572;24152;18835;47397;1675;252770
"2022-08-18 00:00:00";39210;30;172603;27516;256;24426;16398;46138;1333;264904
"2022-09-01 00:00:00";38225;36;177377;24497;233;24009;30071;45475;1137;212778
"2022-09-15 00:00:00";43058;30;167737;22230;273;24733;136724;43754;252;232767
"2022-09-29 00:00:00";115063;32;154699;27149;860;24594;118298;39830;136;226988
"2022-10-13 00:00:00";96308;30;169332;31158;187;24428;75303;39401;52;214585
"2022-10-27 00:00:00";79002;30;164887;28190;197;24230;64856;36004;263;279228
"2022-11-10 00:00:00";64576;88;155292;26522;194;24956;44892;35817;68;276579
