"DateTime";"Terraria";"War Thunder";"Mount & Blade II: Bannerlord";"Sid Meier's Civilization VI";"Unturned";"ARK: Survival Evolved";"NARAKA: BLADEPOINT";"MIR4";"EA SPORTS™ FIFA 23";"Football Manager 2023"
"2013-09-26 00:00:00";97686;13600;;;;;;;;
"2013-10-10 00:00:00";68743;12723;;;;;;;;
"2013-10-24 00:00:00";60203;13218;;;;;;;;
"2013-11-07 00:00:00";31464;13186;;;;;;;;
"2013-11-21 00:00:00";28715;22129;;;;;;;;
"2013-12-05 00:00:00";24069;22203;;;;;;;;
"2013-12-19 00:00:00";24674;15187;;;;;;;;
"2014-01-02 00:00:00";22950;11446;;;;;;;;
"2014-01-16 00:00:00";16705;12284;;;;;;;;
"2014-01-30 00:00:00";17002;11856;;;;;;;;
"2014-02-13 00:00:00";17046;10479;;;;;;;;
"2014-02-27 00:00:00";14410;11943;;;;;;;;
"2014-03-13 00:00:00";12396;9553;;;;;;;;
"2014-03-27 00:00:00";11923;20438;;;;;;;;
"2014-04-10 00:00:00";10875;20502;;;;;;;;
"2014-04-24 00:00:00";26328;26228;;;;;;;;
"2014-05-08 00:00:00";26479;25968;;;;;;;;
"2014-05-22 00:00:00";32249;21689;;;20;;;;;
"2014-06-05 00:00:00";15425;14332;;;;;;;;
"2014-06-19 00:00:00";32208;12376;;;62450;;;;;
"2014-07-03 00:00:00";24149;11617;;;62942;;;;;
"2014-07-17 00:00:00";16527;12054;;;63462;;;;;
"2014-07-31 00:00:00";14455;15720;;;53931;;;;;
"2014-08-14 00:00:00";14539;16032;;;37748;;;;;
"2014-08-28 00:00:00";20721;11271;;;32176;;;;;
"2014-09-11 00:00:00";17680;11218;;;26504;;;;;
"2014-09-25 00:00:00";16642;24614;;;22980;;;;;
"2014-10-09 00:00:00";16238;22815;;;17976;;;;;
"2014-10-23 00:00:00";22395;17258;;;16744;;;;;
"2014-11-06 00:00:00";15041;14552;;;17083;;;;;
"2014-11-20 00:00:00";27255;22249;;;16702;;;;;
"2014-12-04 00:00:00";20216;22413;;;16261;;;;;
"2014-12-18 00:00:00";27297;19149;;;17160;;;;;
"2015-01-01 00:00:00";26016;24145;;;18529;;;;;
"2015-01-15 00:00:00";19177;19405;;;17609;;;;;
"2015-01-29 00:00:00";16831;29040;;;18718;;;;;
"2015-02-12 00:00:00";16974;27438;;;17793;;;;;
"2015-02-26 00:00:00";15502;29480;;;18889;;;;;
"2015-03-12 00:00:00";;;;;;;;;;
"2015-03-26 00:00:00";14185;24962;;;19519;;;;;
"2015-04-09 00:00:00";13474;16832;;;19260;;;;;
"2015-04-23 00:00:00";14345;25230;;;19047;28;;;;
"2015-05-07 00:00:00";14737;23638;;;19353;15;;;;
"2015-05-21 00:00:00";15129;19436;;;19268;30908;;;;
"2015-06-04 00:00:00";18475;16836;;;19983;80398;;;;
"2015-06-18 00:00:00";159171;21159;;;19335;76818;;;;
"2015-07-02 00:00:00";149393;17179;;;28032;75177;;;;
"2015-07-16 00:00:00";87761;16639;;;24739;71248;;;;
"2015-07-30 00:00:00";54598;15283;;;24315;68958;;;;
"2015-08-13 00:00:00";41381;15045;;;29229;67929;;;;
"2015-08-27 00:00:00";35315;15575;;;31808;84801;;;;
"2015-09-10 00:00:00";31706;15499;;;32438;58696;;;;
"2015-09-24 00:00:00";29449;15862;;;36180;60284;;;;
"2015-10-08 00:00:00";27298;15732;;;34398;64903;;;;
"2015-10-22 00:00:00";28621;17788;;;34409;61079;;;;
"2015-11-05 00:00:00";25778;35313;;;28406;59432;;;;
"2015-11-19 00:00:00";28809;16779;;;29746;52473;;;;
"2015-12-03 00:00:00";30467;23811;;;33107;52613;;;;
"2015-12-17 00:00:00";37875;20899;;;33093;55929;;;;
"2015-12-31 00:00:00";39512;18652;;;30045;66986;;;;
"2016-01-14 00:00:00";32505;22454;;;38814;65914;;;;
"2016-01-28 00:00:00";28082;18673;;;42033;62888;;;;
"2016-02-11 00:00:00";26563;17482;;;37411;63322;;;;
"2016-02-25 00:00:00";26318;18579;;;39420;65648;;;;
"2016-03-10 00:00:00";24945;24200;;;38385;63207;;;;
"2016-03-24 00:00:00";24412;20837;;;34097;64202;;;;
"2016-04-07 00:00:00";25032;19600;;;34263;62385;;;;
"2016-04-21 00:00:00";24994;18759;;;32018;62217;;;;
"2016-05-05 00:00:00";25062;17791;;34;28750;58905;;;;
"2016-05-19 00:00:00";30193;17194;;39;32951;78239;;;;
"2016-06-02 00:00:00";27850;23684;;35;38548;70070;;;;
"2016-06-16 00:00:00";30486;17549;;53;36430;71437;;;;
"2016-06-30 00:00:00";33169;14402;;58;38049;69680;;;;
"2016-07-14 00:00:00";24717;14358;;50;38305;53365;;;;
"2016-07-28 00:00:00";22925;17240;;45;42044;67951;;;;
"2016-08-11 00:00:00";21853;15499;;54;55434;51741;;;;
"2016-08-25 00:00:00";21888;14928;;57;54816;64817;;;;
"2016-09-08 00:00:00";24504;16890;;55;46217;67442;;;;
"2016-09-22 00:00:00";23772;24744;6;56;48098;61544;;;;
"2016-10-06 00:00:00";22600;18652;;61;44536;55950;;;;
"2016-10-20 00:00:00";23878;18623;;162475;46380;54536;;;;
"2016-11-03 00:00:00";24656;17930;;84894;42939;52444;;;;
"2016-11-17 00:00:00";36913;16965;;58821;38327;54921;;;;
"2016-12-01 00:00:00";32577;17404;;41963;37413;53208;;;;
"2016-12-15 00:00:00";30242;20764;;44651;32652;65153;;;;
"2016-12-29 00:00:00";34212;18538;;44405;35896;77091;;;;
"2017-01-12 00:00:00";30467;19036;;37946;37430;73861;;;;
"2017-01-26 00:00:00";26861;18926;;33313;37502;100647;;;;
"2017-02-09 00:00:00";27570;18497;;32709;42776;90958;;;;
"2017-02-23 00:00:00";26970;18082;;35009;40016;75038;;;;
"2017-03-09 00:00:00";26503;21160;;30962;33786;71170;;;;
"2017-03-23 00:00:00";25425;22217;;29636;33716;73719;;;;
"2017-04-06 00:00:00";24288;17463;;25853;32252;69877;;;;
"2017-04-20 00:00:00";31257;17513;;26210;30782;63948;;;;
"2017-05-04 00:00:00";29287;18709;;27891;30719;66942;;;;
"2017-05-18 00:00:00";27465;20162;3;24654;30963;60160;;;;
"2017-06-01 00:00:00";27961;18654;23;24551;29577;76642;;;;
"2017-06-15 00:00:00";30776;15469;31;26147;27034;76052;;;;
"2017-06-29 00:00:00";32000;13607;36;26423;38053;72676;;;;
"2017-07-13 00:00:00";30502;13717;47;24594;32808;64509;;;;
"2017-07-27 00:00:00";27981;15778;34;30171;31283;55144;;;;
"2017-08-10 00:00:00";27129;15260;34;25688;29767;54508;;;;
"2017-08-24 00:00:00";28221;16281;11;25139;29631;77158;;;;
"2017-09-07 00:00:00";27568;17995;28;24143;29324;78460;;;;
"2017-09-21 00:00:00";26934;19394;26;23051;28325;71028;;;;
"2017-10-05 00:00:00";27348;18428;20;23097;27948;66564;;;;
"2017-10-19 00:00:00";29074;23168;33;30315;31968;63146;;;;
"2017-11-02 00:00:00";29252;22842;11;27258;32362;63504;;;;
"2017-11-16 00:00:00";28012;19327;39;29076;27360;56937;;;;
"2017-11-30 00:00:00";28986;19409;37;33049;28809;55409;;;;
"2017-12-14 00:00:00";30923;20924;44;30944;30668;84576;;;;
"2017-12-28 00:00:00";34321;19046;25;42913;32665;86640;;;;
"2018-01-11 00:00:00";31472;19099;43;42196;25963;79820;;;;
"2018-01-25 00:00:00";29531;18607;35;42814;26039;69458;;;;
"2018-02-08 00:00:00";30050;18502;29;80213;25242;70409;;;;
"2018-02-22 00:00:00";29060;19344;41;47095;23439;71470;;;;
"2018-03-08 00:00:00";29904;25495;40;42950;23399;61881;;;;
"2018-03-22 00:00:00";29545;27703;32;36220;21847;64250;;;;
"2018-04-05 00:00:00";30397;22337;;31781;19253;58222;;;;
"2018-04-19 00:00:00";31254;20564;;28673;18436;53934;;;;
"2018-05-03 00:00:00";29427;19626;;27411;18171;50113;;;;
"2018-05-17 00:00:00";30447;18725;;30038;18483;49894;;;;
"2018-05-31 00:00:00";28720;21726;;26710;20913;52664;;;;
"2018-06-14 00:00:00";30013;19490;;28289;20198;79592;;;;
"2018-06-28 00:00:00";31435;16303;;28015;20443;70977;;;;
"2018-07-12 00:00:00";30559;17747;;28119;20029;64298;;;;
"2018-07-26 00:00:00";26282;17660;;26878;19978;55482;;;;
"2018-08-09 00:00:00";24769;18216;;27504;19585;48660;;;;
"2018-08-23 00:00:00";25665;19144;;27746;20465;47490;;;;
"2018-09-06 00:00:00";24791;20936;;26628;19997;44946;;;;
"2018-09-20 00:00:00";25432;22530;;36423;19619;49264;;;;
"2018-10-04 00:00:00";25124;18484;;31198;20983;48109;;;;
"2018-10-18 00:00:00";26158;26744;;29084;21837;49069;;;;
"2018-11-01 00:00:00";28129;23690;;30199;24325;106478;;;;
"2018-11-15 00:00:00";26752;19558;;44308;23710;96814;;;;
"2018-11-29 00:00:00";26971;18491;;40942;23823;76523;;;;
"2018-12-13 00:00:00";27340;23281;;41235;25287;62547;;;;
"2018-12-27 00:00:00";38908;21194;;47851;37065;60742;;;;
"2019-01-10 00:00:00";39469;21045;;43301;33626;56282;;;;
"2019-01-24 00:00:00";37246;20273;;43209;31452;53352;;;;
"2019-02-07 00:00:00";33788;18658;;94100;30336;52889;;;;
"2019-02-21 00:00:00";30024;20757;;72880;17511;47921;;;;
"2019-03-07 00:00:00";27811;23540;;64166;19215;56428;;;;
"2019-03-21 00:00:00";28463;21338;;48244;18760;52236;;;;
"2019-04-04 00:00:00";35336;25853;;43605;19012;51539;;;;
"2019-04-18 00:00:00";32830;21120;;37754;17980;55112;;;;
"2019-05-02 00:00:00";34594;20353;;41009;17931;56351;;;;
"2019-05-16 00:00:00";31999;21040;;39545;16975;51625;;;;
"2019-05-30 00:00:00";31411;19783;;32779;17075;51513;;;;
"2019-06-13 00:00:00";35266;16625;;34185;16570;83581;;;;
"2019-06-27 00:00:00";35099;16221;;42438;24348;75831;;;;
"2019-07-11 00:00:00";34349;15999;;39816;22568;72833;;;;
"2019-07-25 00:00:00";29549;18698;;38533;19234;61890;;;;
"2019-08-08 00:00:00";27963;18741;;35918;18376;70151;;;;
"2019-08-22 00:00:00";27395;18151;;33526;18151;62154;;;;
"2019-09-05 00:00:00";27047;23430;;35606;16629;57083;;;;
"2019-09-19 00:00:00";25787;21250;;36469;18972;54074;;;;
"2019-10-03 00:00:00";25681;22739;;44516;18895;54153;;;;
"2019-10-17 00:00:00";26065;20617;;43302;47577;51737;;;;
"2019-10-31 00:00:00";32061;21493;;37210;38368;62947;;;;
"2019-11-14 00:00:00";31605;19710;;36440;25638;57873;;;;
"2019-11-28 00:00:00";58152;19357;;44679;29882;58906;;;;
"2019-12-12 00:00:00";54222;23632;;43934;38135;62429;;;;
"2019-12-26 00:00:00";52806;22069;;53115;34738;69535;;;;
"2020-01-09 00:00:00";43406;20807;;47805;26691;70449;;;;
"2020-01-23 00:00:00";42931;23027;;55381;26068;76691;;;;
"2020-02-06 00:00:00";42026;23413;;48707;34053;79664;;;;
"2020-02-20 00:00:00";39050;24589;;43356;30494;153947;;;;
"2020-03-05 00:00:00";42282;35648;;64814;31275;157400;;;;
"2020-03-19 00:00:00";53350;43817;228662;66566;42573;123048;;;;
"2020-04-02 00:00:00";72380;41453;248216;70303;40019;125852;;;;
"2020-04-16 00:00:00";70500;31612;146971;69791;36893;123974;;;;
"2020-04-30 00:00:00";61956;32656;77973;57044;28989;101708;;;;
"2020-05-14 00:00:00";489886;39099;45659;76977;27455;83798;;;;
"2020-05-28 00:00:00";192132;33651;27542;68113;36137;73024;;;;
"2020-06-11 00:00:00";106391;29147;23250;60216;33980;98500;;;;
"2020-06-25 00:00:00";68132;30223;21681;55564;23485;93009;;;;
"2020-07-09 00:00:00";54640;27037;18994;51413;22910;85118;;;;
"2020-07-23 00:00:00";42049;30353;19152;64845;27922;74271;;;;
"2020-08-06 00:00:00";36456;32901;17471;48516;26323;67248;;;;
"2020-08-20 00:00:00";34868;35742;19176;48328;24342;75552;;;;
"2020-09-03 00:00:00";33860;31152;19175;48485;23311;73168;;;;
"2020-09-17 00:00:00";32002;35382;17454;54803;29466;66109;;;;
"2020-10-01 00:00:00";37831;33645;19923;54443;34443;63457;;;;
"2020-10-15 00:00:00";48807;32113;16983;52188;37050;68503;;;;
"2020-10-29 00:00:00";45951;42259;16035;53373;26173;98941;;;;
"2020-11-12 00:00:00";43163;56655;15389;53404;26854;88359;;;;
"2020-11-26 00:00:00";45245;43043;14891;51849;33648;84927;;;;
"2020-12-10 00:00:00";37300;50002;14601;47371;27211;80353;;;;
"2020-12-24 00:00:00";46778;42356;19600;59866;24298;92387;;;;
"2021-01-07 00:00:00";45600;38950;20867;52087;27497;89545;;;;
"2021-01-21 00:00:00";47140;40783;20629;66255;30226;88544;;;;
"2021-02-04 00:00:00";55215;43666;19319;68498;50515;98978;;;;
"2021-02-18 00:00:00";52474;40540;19575;56878;30975;85564;;;;
"2021-03-04 00:00:00";45287;54559;20530;52011;29759;76737;;;;
"2021-03-18 00:00:00";42133;46080;24304;64817;30138;75594;;;;
"2021-04-01 00:00:00";45057;63406;23771;59761;30528;73749;;;;
"2021-04-15 00:00:00";38839;36947;22902;53463;31271;69454;;;;
"2021-04-29 00:00:00";39291;40619;22579;49539;28579;66145;;;;
"2021-05-13 00:00:00";55363;39630;22128;45704;33990;68327;;;;
"2021-05-27 00:00:00";53904;40275;17342;45816;29956;147640;;;;
"2021-06-10 00:00:00";42452;37871;18548;44556;33152;126405;;;;
"2021-06-24 00:00:00";42535;35228;22631;47773;30505;95895;;;;
"2021-07-08 00:00:00";40917;33333;23213;66606;33081;87671;;;;
"2021-07-22 00:00:00";37010;34240;19518;52074;36896;74091;;;;
"2021-08-05 00:00:00";38900;38210;22019;49262;32631;73057;104607;;;
"2021-08-19 00:00:00";42537;38107;22250;48488;35857;68939;128628;24753;;
"2021-09-02 00:00:00";39759;39945;20538;71791;34185;62651;139115;41991;;
"2021-09-16 00:00:00";45895;43814;19027;66908;31949;66090;160924;38748;;
"2021-09-30 00:00:00";46611;42410;18578;50982;32228;60773;141852;46658;;
"2021-10-14 00:00:00";46825;41040;19105;50618;32460;57491;121579;61894;;
"2021-10-28 00:00:00";63502;47670;21420;51515;35584;69471;110443;94027;;
"2021-11-11 00:00:00";77579;42566;20643;54561;45545;61654;154161;97173;;
"2021-11-25 00:00:00";84904;38880;20977;50001;71241;67789;140554;93305;;
"2021-12-09 00:00:00";64790;43052;26361;50979;54106;92245;174198;87073;;
"2021-12-23 00:00:00";59663;44975;30262;60795;45845;96650;187468;73556;;
"2022-01-06 00:00:00";59468;42923;34701;60131;56137;92835;134030;69052;;
"2022-01-20 00:00:00";59635;45500;32951;64587;53453;89362;127465;64468;;
"2022-02-03 00:00:00";57254;44496;29889;61321;46477;86443;133972;61587;;
"2022-02-17 00:00:00";46514;51218;23486;58690;46399;71625;149332;61582;;
"2022-03-03 00:00:00";44948;61414;20830;57786;43319;60576;165976;61298;;
"2022-03-17 00:00:00";45090;72969;23288;64711;47405;61507;150852;61508;;
"2022-03-31 00:00:00";44990;76204;24143;66652;47497;65592;147390;61878;;
"2022-04-14 00:00:00";41648;69008;23124;54923;50221;83317;138471;62233;;
"2022-04-28 00:00:00";42457;63781;22539;61790;50238;76101;129636;60563;;
"2022-05-12 00:00:00";43356;61079;19425;56699;51601;68269;126125;59952;;
"2022-05-26 00:00:00";45041;63673;19022;55709;51904;66630;121207;57615;;
"2022-06-09 00:00:00";44864;65526;24050;50464;53794;248405;98779;52812;;
"2022-06-23 00:00:00";50902;62505;22871;53002;56530;180530;107845;48806;;
"2022-07-07 00:00:00";50256;57210;21580;52562;60660;137437;107178;47186;;
"2022-07-21 00:00:00";43756;56218;21030;50199;58060;111282;87476;43769;;
"2022-08-04 00:00:00";41683;64002;21703;56934;66883;96440;113226;43009;;
"2022-08-18 00:00:00";39210;66658;25119;60326;67897;82763;165942;42449;;
"2022-09-01 00:00:00";38225;67218;25787;62665;61888;77197;149100;42640;;
"2022-09-15 00:00:00";43058;74970;25479;64928;60807;77995;149517;41338;;
"2022-09-29 00:00:00";115063;69320;26323;62326;93161;76231;147849;39986;78449;
"2022-10-13 00:00:00";96308;64558;39452;55731;63641;75244;131298;41063;66377;40663
"2022-10-27 00:00:00";79002;88331;58672;50238;64312;76743;162620;38720;55834;72232
"2022-11-10 00:00:00";64576;80309;53773;80020;61686;75198;153975;38036;70232;75965
